epoch,acc,loss,val_acc,val_loss
0,0.59677419354838712,0.67068219184875488,0.61290322580645162,0.65898336325922324
1,0.59677419354838712,0.65592185816457194,0.61290322580645162,0.65449812527625795
2,0.59677419354838712,0.6408363013498245,0.61290322580645162,0.65253895136617845
3,0.59677419354838712,0.62673201387928379,0.61290322580645162,0.65219141398706748
4,0.59677419354838712,0.6122125589078472,0.61290322580645162,0.65481052475590862
5,0.59677419354838712,0.59622794389724731,0.61290322580645162,0.65824446947343884
6,0.59677419354838712,0.57918443506763828,0.61290322580645162,0.66345324439387166
7,0.59677419354838712,0.56243893215733187,0.61290322580645162,0.67526148980663669
8,0.59677419354838712,0.54651892617825537,0.61290322580645162,0.68295077162404216
9,0.62903225806451613,0.53177853745798909,0.61290322580645162,0.6950607261350078
10,0.67741935483870963,0.51942291711607291,0.64516129032258063,0.70231412303063179
11,0.70967741935483875,0.50821831870463585,0.67741935483870963,0.71725609610157626
12,0.75806451612903225,0.49710344883703417,0.70967741935483875,0.72422002400121377
13,0.74193548387096775,0.48886905177947015,0.70967741935483875,0.73542749112652195
14,0.72580645161290325,0.48097836995317089,0.74193548387096775,0.74462613751811368
15,0.79032258064516125,0.47191634605969152,0.74193548387096775,0.74890511651192937
16,0.79032258064516125,0.46513426327897656,0.74193548387096775,0.75876789708291326
17,0.79032258064516125,0.45860666997971072,0.74193548387096775,0.76996428158975416
18,0.80645161290322576,0.45321895302303378,0.74193548387096775,0.77403046815626086
19,0.80645161290322576,0.44737612071537203,0.74193548387096775,0.77415448138790743
20,0.80645161290322576,0.4408401719504787,0.74193548387096775,0.78299032872722996
21,0.80645161290322576,0.43555632050359444,0.74193548387096775,0.80702970681651942
22,0.80645161290322576,0.42963768565847027,0.74193548387096775,0.79953636853925647
23,0.83870967741935487,0.42416736687864026,0.74193548387096775,0.80638008300335173
24,0.83870967741935487,0.41790798642942983,0.74193548387096775,0.81694126609833007
25,0.85483870967741937,0.4135989711409615,0.74193548387096775,0.81866348943402689
26,0.87096774193548387,0.408982512120518,0.74193548387096775,0.83188863483167463
27,0.88709677419354838,0.40318376189398186,0.74193548387096775,0.82932494148131342
28,0.88709677419354838,0.39711416777103176,0.74193548387096775,0.84637192901103731
29,0.88709677419354838,0.39314304202074007,0.74193548387096775,0.84857070446014404
30,0.88709677419354838,0.38538383091649703,0.74193548387096775,0.86717222342568057
31,0.88709677419354838,0.38265342238329109,0.74193548387096775,0.86043097895960652
32,0.88709677419354838,0.37507138111358207,0.74193548387096775,0.88037752624480958
33,0.88709677419354838,0.37101652219350778,0.77419354838709675,0.88418212244587557
34,0.88709677419354838,0.36507835707837538,0.74193548387096775,0.89007045953504504
35,0.90322580645161288,0.360153190070583,0.74193548387096775,0.89915684923048944
36,0.91935483870967738,0.35426882322457048,0.74193548387096775,0.90459611483158608
37,0.91935483870967738,0.3504408657430641,0.74193548387096775,0.91445556763679747
38,0.91935483870967738,0.34275891791067775,0.74193548387096775,0.92682485090148059
39,0.91935483870967738,0.33671728105494575,0.74193548387096775,0.93131660117257031
40,0.93548387096774188,0.33143349444012971,0.77419354838709675,0.9422968481817553
41,0.95161290322580649,0.32658010560478412,0.77419354838709675,0.94947988852377863
42,0.95161290322580649,0.3200558660882375,0.77419354838709675,0.94807956199492183
43,0.95161290322580649,0.3172059180515428,0.77419354838709675,0.95694422721862793
44,0.95161290322580649,0.31108157422333477,0.74193548387096775,0.9864961254981256
45,0.95161290322580649,0.30513501236395491,0.74193548387096775,1.0033473184993189
46,0.95161290322580649,0.30108632731266438,0.74193548387096775,1.0177180300797186
47,0.95161290322580649,0.29628630580320475,0.74193548387096775,1.03691260420507
48,0.95161290322580649,0.29200264877234133,0.74193548387096775,1.033209878590799
49,0.95161290322580649,0.28739388576979119,0.74193548387096775,1.0454384506710115
50,0.95161290322580649,0.28108512254191503,0.74193548387096775,1.0561017245054245
51,0.95161290322580649,0.27787243225236213,0.74193548387096775,1.0672685470311873
52,0.95161290322580649,0.27432482438011757,0.74193548387096775,1.0745338148647738
53,0.95161290322580649,0.27007710991517431,0.70967741935483875,1.1132157185385305
54,0.95161290322580649,0.26591228283453555,0.74193548387096775,1.0876988533043093
55,0.95161290322580649,0.26157064931917817,0.70967741935483875,1.1060591234314827
56,0.95161290322580649,0.25876920067915515,0.70967741935483875,1.1119404603396692
57,0.95161290322580649,0.25373412440052151,0.70967741935483875,1.1307248328962634
58,0.95161290322580649,0.25049504395874755,0.70967741935483875,1.1620480447046218
59,0.95161290322580649,0.24547226622798329,0.70967741935483875,1.1803024884673856
60,0.967741935483871,0.24263258183923281,0.70967741935483875,1.1762634037483124
61,0.95161290322580649,0.24067290235430963,0.74193548387096775,1.1793471555556021
62,0.967741935483871,0.23645620734333211,0.74193548387096775,1.2061752321258667
63,0.967741935483871,0.23229888780418062,0.74193548387096775,1.2250504356718832
64,0.967741935483871,0.22793846346546837,0.74193548387096775,1.2276019917861107
65,0.967741935483871,0.22542671051304486,0.74193548387096775,1.2430718423378082
66,0.967741935483871,0.22105787248696171,0.74193548387096775,1.2448855076105363
67,0.967741935483871,0.21713984507181111,0.74193548387096775,1.2723026941380193
68,0.967741935483871,0.21288645925890323,0.74193548387096775,1.3206197744415653
69,0.967741935483871,0.21142907156741608,0.77419354838709675,1.315132551616238
70,0.967741935483871,0.20639168138093797,0.74193548387096775,1.3416610590873226
71,0.967741935483871,0.20387192259752943,0.74193548387096775,1.3165770548005258
72,0.9838709677419355,0.20134216931370658,0.74193548387096775,1.3268413454774888
73,0.9838709677419355,0.1972153940744559,0.74193548387096775,1.3240728158383601
74,0.9838709677419355,0.19458863020108472,0.74193548387096775,1.3598670392267165
75,0.9838709677419355,0.19093140174968978,0.74193548387096775,1.378319813118827
