loc,fowP,foL,foW,pkPctg,ppPctg,sf,sa,satp,ozf,dzf,spsv,hit,bks,tka,gva,wol
1,47.27,29,26,80,0,31,33,63.92,22,10,98.45,17,8,8,9,0
1,46.03,34,29,100,0,42,36,43.01,12,20,100,17,16,14,33,0
0,53.96,29,34,100,0,36,42,56.99,20,12,100,16,9,15,13,1
0,43.93,37,29,100,0,28,38,42.86,12,18,110.53,21,22,7,4,1
1,56.06,29,37,100,0,38,28,57.14,18,12,89.47,26,13,2,10,0
0,43.28,38,29,75,0,37,32,52.83,16,23,93.56,2,16,1,6,0
1,56.71,29,38,100,25,32,37,47.17,23,16,106.44,16,11,6,11,1
0,49.23,33,32,75,100,25,25,54.65,16,18,99.79,36,12,4,7,0
1,59.61,21,31,100,0,28,30,53.13,15,12,92.22,41,15,6,13,0
1,50.76,32,33,0,25,25,25,45.35,18,16,100.21,36,13,3,8,1
0,40.38,31,21,100,0,30,28,46.88,12,15,107.78,24,18,10,6,1
1,53.75,37,43,100,0,34,28,50,24,13,87.11,14,22,14,18,0
1,54.54,30,36,40,37.5,31,25,49.37,9,8,109.52,15,19,8,6,1
0,46.25,43,37,100,0,28,34,50,13,24,112.89,15,11,11,13,1
1,56.45,27,35,100,0,36,30,50.63,15,9,103.33,13,13,10,9,1
0,45.45,36,30,62.5,60,25,31,50.63,8,9,90.48,16,12,7,7,0
0,60.78,20,31,100,0,28,35,44.74,10,13,109.77,18,7,10,2,1
0,43.54,35,27,100,0,30,36,49.37,9,15,96.67,21,11,3,8,0
1,39.21,31,20,100,0,35,28,55.26,13,10,90.23,18,15,9,2,0
0,49.18,31,30,0,50,39,20,60.2,26,8,96.07,27,16,5,13,1
0,47.05,36,32,50,0,46,28,62.07,22,13,90.91,24,10,9,8,0
1,52.94,32,36,100,50,28,46,37.93,13,22,109.09,23,18,17,26,1
1,50.81,30,31,50,100,20,39,39.8,8,26,103.93,29,14,8,14,0
0,41.66,28,20,66.66,0,29,30,50.94,11,15,110.35,19,21,5,1,1
0,48.27,30,28,60,33.33,39,40,51.72,15,14,105.88,16,18,7,7,1
0,50.66,37,38,100,0,29,34,49.45,10,17,101.39,29,20,1,9,1
1,52.45,29,32,100,0,39,27,54.55,15,15,108.77,20,14,11,18,1
1,58.33,20,28,100,33.33,30,29,49.06,15,11,89.65,23,22,0,9,0
1,48.93,24,23,50,25,22,21,46.05,14,10,118.75,30,14,0,8,1
1,52.27,21,23,100,0,45,23,64.71,12,9,88.34,29,13,8,3,0
1,51.72,28,30,66.66,40,40,39,48.28,14,15,94.12,18,9,6,8,0
0,47.54,32,29,100,0,27,39,45.45,15,15,91.23,8,13,4,7,0
1,49.33,38,37,100,0,34,29,50.55,17,10,98.61,29,15,11,13,0
0,51.06,23,24,75,50,21,22,53.95,10,14,81.25,25,13,1,4,0
0,48.38,32,30,100,100,22,38,37.21,10,21,115.21,12,17,5,7,1
0,47.72,23,21,100,0,23,45,35.29,9,12,111.66,19,15,7,2,1
1,51.61,30,32,0,0,38,22,62.79,21,10,84.79,16,9,5,15,0
0,50,28,28,33.33,0,40,33,54.08,14,13,104.83,16,12,9,21,0
1,50,28,28,100,66.66,33,40,45.92,13,14,95.18,20,11,10,15,1
0,51.51,32,34,100,25,40,28,55.67,22,15,92.81,17,14,10,5,1
1,48.48,34,32,75,0,28,40,44.33,15,22,107.19,23,12,14,13,0
1,52,36,39,100,100,33,35,53.54,15,19,100.46,20,14,12,19,1
1,48.48,34,32,50,40,42,28,55.88,17,11,78.45,28,9,10,10,0
0,48,39,36,0,0,35,33,46.46,19,15,99.54,39,17,8,13,0
0,47.27,29,26,83.33,0,32,37,50.56,10,15,93.1,25,10,8,17,0
0,51.51,32,34,60,50,28,42,44.12,11,17,121.55,34,26,2,9,1
1,52.72,26,29,100,16.66,37,32,49.44,15,10,106.9,33,11,7,14,1
0,44.11,38,30,50,100,33,46,40.2,13,21,110.72,19,16,4,6,1
1,55.88,30,38,0,50,46,33,59.8,21,13,89.28,17,9,3,7,0
1,51.47,33,35,75,60,26,38,44.55,19,17,101.93,48,19,4,16,1
1,61.53,20,32,33.33,0,34,22,56.63,12,10,84.62,19,16,4,3,0
0,38.46,32,20,100,66.66,22,34,43.37,10,12,115.38,14,14,4,2,1
0,48.52,35,33,40,25,38,26,55.45,17,19,98.07,30,18,2,12,0
0,44.68,26,21,100,0,28,32,45.92,15,9,96.43,16,16,6,11,0
0,38.55,51,32,60,25,34,33,41.41,20,20,110.96,25,18,8,7,1
1,61.44,32,51,75,40,33,34,58.59,20,20,89.04,28,13,16,11,0
0,42.64,39,29,100,25,37,29,48.45,17,17,94.05,30,23,3,6,0
1,58.9,30,43,80,0,45,33,44.9,23,18,103.13,23,24,11,22,1
1,55.31,21,26,100,0,32,28,54.08,9,15,103.57,23,15,11,7,1
0,41.09,43,30,100,20,33,45,55.1,18,23,96.88,30,11,5,14,0
1,57.35,29,39,75,0,29,37,51.55,17,17,105.95,27,17,10,7,1
0,52.63,27,30,66.66,0,26,34,50.55,16,10,103.8,16,11,4,10,0
1,57.4,23,31,100,0,33,35,53,15,13,111.11,18,12,3,13,1
0,42.59,31,23,100,0,35,33,47,13,15,88.89,33,15,3,12,0
1,47.36,30,27,100,33.33,34,26,49.45,10,16,96.2,12,13,7,6,1
0,48.57,36,34,100,0,25,38,36.89,15,21,111.74,21,18,11,11,1
1,51.42,34,36,100,0,38,25,63.11,21,15,88.26,21,8,14,27,0
0,51.21,20,21,100,0,23,22,44.32,9,16,108.52,22,20,2,9,1
0,45.31,35,29,33.33,0,40,25,61.39,16,21,93.41,22,10,4,6,0
1,48.78,21,20,100,0,22,23,55.68,16,9,91.48,24,11,2,16,0
0,50.72,34,35,75,0,28,43,50.96,21,20,100.6,25,21,11,4,0
1,54.68,29,35,100,66.66,25,40,38.61,21,16,106.59,21,20,9,9,1
1,49.27,35,34,100,25,43,28,49.04,20,21,99.4,28,22,8,11,1
0,60,30,45,66.66,33.33,44,23,65.35,19,18,90.66,18,7,3,9,0
0,40,36,24,75,100,29,40,44.44,10,17,101.56,26,16,3,8,1
1,40,45,30,66.66,33.33,23,44,34.65,18,19,109.34,15,30,6,19,1
1,60,24,36,0,25,40,29,55.56,17,10,98.44,19,11,5,3,0
1,42.85,32,24,75,20,30,18,56.92,11,9,104.76,26,15,4,12,1
0,57.14,24,32,80,25,18,30,43.08,9,11,95.24,33,14,4,5,0
1,40,33,22,100,50,24,27,52.04,11,28,100,27,18,7,5,1
0,60,22,33,50,0,27,24,47.96,28,11,100,34,23,1,9,0
1,58.33,30,42,100,0,52,27,62.93,25,11,88.89,15,12,9,16,0
0,41.66,42,30,100,0,27,52,37.07,11,25,111.11,17,20,8,11,1
0,38.59,35,22,60,0,32,39,52.73,20,14,99.66,17,18,2,3,0
1,61.4,22,35,100,40,39,32,47.27,14,20,100.34,13,17,9,6,1
1,50.98,25,26,100,100,28,33,43.43,12,12,100.78,43,20,9,24,1
0,49.01,26,25,0,0,33,28,56.57,12,12,99.22,21,15,9,13,0
1,50.72,34,35,100,0,36,27,59.62,19,20,94,19,17,7,10,0
1,55.07,31,38,100,100,26,40,36.9,11,22,107.3,19,17,8,11,1
0,49.27,35,34,100,0,27,36,40.38,20,19,106,12,17,10,12,1
0,42.18,37,27,50,0,37,35,46.39,17,14,103.44,15,8,10,12,0
0,44.92,38,31,0,0,40,26,63.1,22,11,92.7,25,12,8,9,0
1,57.81,27,37,100,50,35,37,53.61,14,17,96.56,18,12,9,16,1
0,62.26,20,33,100,0,26,24,53.92,19,14,104,26,14,5,3,1
1,37.73,33,20,0,0,24,26,46.08,14,19,96,24,20,3,6,0
0,32.2,40,19,100,0,34,32,48.89,19,17,100.32,19,7,5,9,1
1,46.03,34,29,100,66.66,40,27,56.47,12,14,85.99,26,10,16,15,1
1,50.79,31,32,66.66,25,34,29,52.38,14,13,99,29,14,5,9,1
0,38.33,37,23,66.66,0,43,40,50,12,17,114.62,13,13,0,7,1
1,50,27,27,100,20,31,28,50,16,13,108.69,17,11,6,7,1
1,67.79,19,40,100,0,32,34,51.11,17,19,99.68,13,15,9,8,0
0,53.96,29,34,33.33,0,27,40,43.53,14,12,114.01,17,13,17,14,0
0,50,26,26,100,25,28,35,45.65,12,16,96.77,29,11,7,11,0
1,50,26,26,75,0,35,28,54.35,16,12,103.23,15,16,6,8,1
0,50,27,27,80,0,28,31,50,13,16,91.31,17,13,5,3,0
1,61.66,23,37,100,33.33,40,43,50,17,12,85.38,30,11,5,9,0
0,49.2,32,31,75,33.33,29,34,47.62,13,14,101,24,14,7,6,0
0,50,27,27,0,0,27,37,42.59,9,20,104.17,17,23,2,6,0
1,44.44,35,28,100,0,30,37,42.48,14,21,94.29,19,22,7,17,0
1,50,27,27,100,100,37,27,57.41,20,9,95.83,17,21,4,4,1
0,55.55,28,35,100,0,37,30,57.52,21,14,105.71,16,14,7,7,1
1,53.57,26,30,100,0,32,36,58.76,17,13,93.12,34,9,2,11,0
0,46.15,28,24,100,0,24,36,41.76,12,16,104.28,10,14,5,4,0
0,46.42,30,26,100,0,36,32,41.24,13,17,106.88,10,16,3,2,1
1,53.84,24,28,100,0,36,24,58.24,16,12,95.72,16,13,13,5,1
1,42.59,31,23,100,0,40,34,50,17,9,101.79,29,5,3,12,0
0,40,42,28,100,0,30,45,41,15,16,98.03,22,16,4,7,0
0,32.72,37,18,100,0,26,29,46.94,14,21,96.66,30,8,2,7,0
0,57.4,23,31,100,0,34,40,50,9,17,98.21,27,9,2,7,1
0,47.27,29,26,100,50,40,24,67.01,21,9,95.71,27,10,12,7,1
1,60,28,42,100,0,45,30,59,16,15,101.97,17,10,6,9,1
1,43.75,27,21,100,0,28,32,53.16,14,10,88,20,10,6,12,0
1,58.9,30,43,100,50,32,40,42.72,13,27,112,29,23,14,19,1
1,52.72,26,29,50,0,24,40,32.99,9,21,104.29,16,22,6,12,0
1,53.06,23,26,100,50,36,16,59.41,18,10,100,22,18,9,7,1
0,41.09,43,30,50,0,40,32,57.28,27,13,88,21,10,14,9,0
0,56.25,21,27,100,0,32,28,46.84,10,14,112,15,8,4,7,1
1,67.27,18,37,100,0,29,26,53.06,21,14,103.34,20,13,4,9,1
0,46.93,26,23,50,0,16,36,40.59,10,18,100,28,23,8,4,0
0,61.19,26,41,100,0,31,36,45.38,18,24,100.12,34,21,11,12,0
0,49.23,33,32,100,0,24,43,39.6,13,23,107.58,35,22,4,2,1
1,57.69,22,30,100,0,28,33,46.74,13,15,103.3,15,18,13,18,1
1,36.66,38,22,80,0,27,33,52.44,16,12,113.04,32,15,7,11,1
0,63.33,22,38,100,20,33,27,47.56,12,16,86.96,22,8,10,9,0
1,60.37,21,32,66.66,20,44,27,58.14,12,11,93.11,13,13,1,5,1
0,39.62,32,21,80,33.33,27,44,41.86,11,12,106.89,10,9,2,1,0
0,42.3,30,22,100,0,33,28,53.26,15,13,96.7,22,7,6,11,0
1,38.8,41,26,100,0,36,31,54.62,24,18,99.88,33,18,25,13,1
1,50.76,32,33,100,0,43,24,60.4,23,13,92.42,21,11,1,9,0
0,50,27,27,100,25,28,28,50,9,10,105.91,17,17,5,5,1
1,50,27,27,75,0,28,28,50,10,9,94.09,21,13,4,13,0
1,62.26,20,33,50,0,26,41,36.05,11,18,94.02,18,10,3,12,0
0,37.73,33,20,100,50,41,26,63.95,18,11,105.98,20,7,1,11,1
0,50,24,24,100,33.33,34,17,60.23,16,7,103.57,19,11,5,1,1
1,50,24,24,66.66,0,17,34,39.77,7,16,96.43,35,19,7,8,0
1,57.4,23,31,66.66,0,27,34,48.96,10,18,104,19,14,10,11,1
0,42.59,31,23,100,33.33,34,27,51.04,18,10,96,35,15,9,7,0
0,52.3,31,34,0,50,49,33,54.1,17,14,94.6,28,14,1,7,0
1,47.69,34,31,50,0,33,49,45.9,14,17,105.4,28,12,7,7,1
0,55.35,25,31,100,0,34,31,52.63,22,16,106.25,20,14,7,11,1
0,47.69,34,31,100,0,38,21,56.25,23,14,85.38,21,8,6,1,0
1,52.23,32,35,100,60,33,33,43.62,14,19,101.79,28,16,9,6,1
1,56.45,27,35,100,0,34,26,54.67,12,16,104.76,16,11,9,15,1
1,52.3,31,34,100,0,21,38,43.75,14,23,114.62,19,16,12,9,1
0,43.54,35,27,100,0,26,34,45.33,16,12,95.24,21,13,7,15,0
1,45.28,29,24,100,100,18,36,40.74,8,18,112.5,23,23,10,8,1
0,54.71,24,29,0,0,36,18,59.26,18,8,87.5,22,13,7,19,0
0,66.66,21,42,50,20,35,37,50,12,12,105.56,30,12,8,10,0
1,33.33,42,21,80,50,37,35,50,12,12,94.44,23,15,9,6,1
0,53.96,29,34,0,33.33,31,31,48.54,18,15,90.06,6,11,3,8,0
1,46.03,34,29,66.66,100,31,31,51.46,15,18,109.94,8,17,7,4,1
0,47.76,35,32,40,0,33,33,56.38,19,14,98.21,25,11,5,2,0
1,44.64,31,25,0,0,31,34,47.37,16,22,93.75,18,18,13,13,0
0,43.07,37,28,50,100,41,24,58.62,28,14,84.76,23,5,1,13,0
0,37.5,45,27,75,50,30,33,56.44,15,19,104,10,21,4,8,1
1,62.5,27,45,50,25,33,30,43.56,19,15,96,22,23,5,11,0
1,56.92,28,37,0,50,24,41,41.38,14,28,115.24,20,13,14,8,1
0,44.26,34,27,100,0,38,32,58.18,18,18,97.28,27,15,10,6,0
1,56.36,24,31,75,0,23,34,50,14,13,102.2,22,13,7,9,1
0,45.9,33,28,75,0,35,36,61.11,15,17,104.92,30,18,6,9,0
1,54.09,28,33,100,25,36,35,38.89,17,15,95.08,33,15,14,17,1
1,55.73,27,34,100,0,32,38,41.82,18,18,102.72,20,16,8,8,1
0,43.63,31,24,100,25,34,23,50,13,14,97.8,13,16,5,7,0
1,41.86,25,18,50,0,35,23,56.38,9,8,98.05,24,6,12,16,0
0,58.13,18,25,100,50,23,35,43.62,8,9,101.95,31,14,8,5,1
1,47.36,30,27,100,33.33,27,29,52.38,11,13,104.54,11,12,7,1,1
0,40.32,37,25,100,0,28,35,54.55,16,14,104.13,23,11,4,9,1
1,59.67,25,37,100,0,35,28,45.45,14,16,95.87,29,17,7,7,0
0,52.63,27,30,66.66,0,29,27,47.62,13,11,95.46,17,15,6,6,0
1,45.76,32,27,50,33.33,35,27,52.27,21,14,93.57,29,8,8,8,0
0,54.23,27,32,66.66,50,27,35,47.73,14,21,106.43,31,9,10,6,1
0,60.37,21,32,80,0,40,26,58.33,17,10,87.24,22,14,10,9,0
1,39.62,32,21,100,20,26,40,41.67,10,17,112.76,25,16,15,11,1
0,56.66,26,34,75,33.33,31,25,53.19,15,14,94.23,24,18,9,3,1
0,55.55,24,30,50,0,40,31,56.78,15,8,89.01,9,10,7,14,0
1,44.44,30,24,100,50,31,40,43.22,8,15,110.99,25,17,11,15,1
1,43.33,34,26,66.66,25,25,31,46.81,14,15,105.77,16,21,4,4,0
1,36.06,39,22,66.66,0,37,34,52.38,22,14,95.99,29,17,7,18,0
0,63.93,22,39,100,33.33,34,37,47.62,14,22,104.02,22,13,18,16,1
1,56.71,29,38,100,100,34,29,42.73,18,18,102.27,22,24,7,15,1
0,43.28,38,29,0,0,29,34,57.27,18,18,97.73,26,11,5,4,0
0,43.54,35,27,100,0,24,27,47.19,22,16,96.47,28,17,5,3,0
1,56.45,27,35,100,0,27,24,52.81,16,22,103.53,35,15,4,5,1
0,36.92,41,24,83.33,0,28,50,38.16,9,16,105.26,30,18,9,13,0
1,43.63,31,24,100,50,50,27,60.53,24,11,93.8,22,18,5,7,1
0,56.36,24,31,50,0,27,50,39.47,11,24,106.2,34,17,5,2,0
1,63.07,24,41,100,16.66,50,28,61.84,16,9,94.74,22,6,9,10,1
1,52.17,33,36,100,0,34,37,48.45,21,16,100.42,30,13,5,13,1
0,59.7,27,40,0,20,43,35,45.78,15,14,101.19,16,11,3,10,0
1,52.45,29,32,60,0,32,25,49.43,16,11,99.78,34,19,3,15,0
0,47.82,36,33,100,0,37,34,51.55,16,21,99.58,23,13,3,14,0
0,47.54,32,29,100,40,25,32,50.57,11,16,100.22,7,10,1,7,1
1,40.29,40,27,80,100,35,43,54.22,14,15,98.81,16,11,12,6,1
0,50,31,31,100,0,25,30,55.22,19,15,86.37,14,4,7,10,0
0,40,33,22,100,33.33,26,30,43.18,12,15,92.86,40,12,15,6,0
1,50,31,31,100,0,30,25,44.78,15,19,113.63,27,12,12,19,1
1,60,22,33,66.66,0,30,26,56.82,15,12,107.14,29,12,26,14,1
0,55.22,30,37,60,0,43,27,64.76,19,16,100,25,13,3,2,1
1,44.44,35,28,80,50,29,38,47.19,13,15,97.33,24,13,16,12,0
1,57.14,27,36,100,0,35,36,53.85,16,14,102.34,19,9,4,13,1
1,49.25,34,33,100,0,51,27,59.38,17,16,89.82,16,7,10,15,0
0,50.74,33,34,100,0,27,51,40.63,16,17,110.18,13,16,3,16,1
0,38.02,44,27,100,100,33,42,41.23,18,24,95.56,17,21,3,17,0
1,61.97,27,44,0,0,42,33,58.77,24,18,104.44,17,10,5,12,1
0,42.85,36,27,100,0,36,35,46.15,14,16,97.66,20,11,6,15,0
0,54.71,24,29,75,0,25,35,42.68,13,12,109.96,26,13,7,12,1
1,44.77,37,30,100,40,27,43,35.24,16,19,100,32,18,5,8,0
1,50,31,31,100,33.33,26,32,46.94,9,18,128.57,25,16,4,1,1
1,45.28,29,24,100,25,35,25,57.32,12,13,90.04,34,5,6,13,0
0,50,31,31,66.66,0,32,26,53.06,18,9,71.43,17,15,4,3,0
0,55.55,28,35,50,20,38,29,52.81,15,13,102.67,31,22,6,8,1
1,58.06,26,36,50,0,29,31,50.53,16,12,110.34,18,18,14,30,1
0,45.09,28,23,50,0,32,34,55.34,14,17,96.67,12,15,2,9,0
1,55.93,26,33,100,33.33,35,25,55.81,15,11,82.8,36,17,6,16,0
0,44.06,33,26,66.66,0,25,35,44.19,11,15,117.2,23,13,2,8,1
1,54.9,23,28,100,50,34,32,44.66,17,14,103.33,24,14,6,12,1
0,41.93,36,26,100,50,31,29,49.47,12,16,89.66,23,13,6,17,0
0,53.44,27,31,50,25,35,25,46.88,18,8,90.06,20,17,0,2,0
0,46.91,43,38,40,0,26,38,33.33,17,13,104.93,28,25,9,14,0
1,50,32,32,100,0,34,34,45.08,14,22,115.43,15,28,9,10,1
1,42.55,27,20,100,0,22,35,42.86,9,19,95.89,26,11,5,10,0
0,50,32,32,100,0,34,34,54.92,22,14,84.58,12,14,8,10,0
1,53.08,38,43,100,60,38,26,66.67,13,17,95.07,30,5,9,8,1
0,65.57,21,40,0,0,42,36,56.3,20,22,107.78,24,17,11,13,1
1,46.55,31,27,75,50,25,35,53.13,8,18,109.94,21,13,1,5,1
1,34.42,40,21,100,100,36,42,43.7,22,20,92.22,21,21,12,22,0
0,57.44,20,27,100,0,35,22,57.14,19,9,104.12,13,10,5,6,1
0,56.36,24,31,85.71,0,32,34,60.27,11,5,95.74,16,5,2,3,0
1,43.63,31,24,100,14.28,34,32,39.73,5,11,104.26,13,24,5,4,1
0,51.66,29,31,100,0,36,25,64.36,24,11,90.48,7,11,6,2,0
1,48.33,31,29,100,0,25,36,35.64,11,24,109.52,22,23,7,3,1
0,41.53,38,27,66.66,0,27,55,37,13,16,114.6,25,15,4,6,1
1,58.46,27,38,100,33.33,55,27,63,16,13,85.4,14,8,9,5,0
0,42.5,23,17,50,0,28,26,60.78,9,10,95.67,39,16,10,11,0
1,57.5,17,23,100,50,26,28,39.22,10,9,104.33,18,32,8,16,1
0,50,25,25,100,25,34,22,51.11,15,10,98.61,16,16,7,3,1
1,50,25,25,75,0,22,34,48.89,10,15,101.39,30,13,13,12,0
0,52.45,29,32,75,0,39,31,64.47,21,9,102.14,11,7,19,11,0
1,59.42,28,41,83.33,0,42,30,59.74,16,16,88.06,42,10,14,13,0
0,40.57,41,28,100,16.66,30,42,40.26,16,16,111.94,33,18,8,10,1
0,42.37,34,25,83.33,0,38,26,60,11,13,94.12,7,15,1,9,0
1,51.66,29,31,100,0,37,26,53.77,18,10,102.98,20,20,6,5,1
0,48.33,31,29,100,0,26,37,46.23,10,18,97.02,25,18,6,9,0
1,57.62,25,34,100,16.66,26,38,40,13,11,105.88,17,23,6,8,1
1,47.54,32,29,100,25,31,39,35.53,9,21,97.86,18,15,8,22,1
0,43.28,38,29,100,100,38,38,49.53,14,26,99.82,32,20,6,3,1
0,51.72,28,30,100,66.66,32,32,47.42,17,12,93.36,25,8,9,5,0
0,43.1,33,25,50,50,32,39,54.92,18,11,104.91,14,11,6,7,1
1,56.71,29,38,0,0,38,38,50.47,26,14,100.18,26,13,12,12,0
0,40,36,24,100,14.28,30,22,56.38,21,15,89.17,20,12,8,5,0
0,52,24,26,66.66,16.66,25,33,56.96,8,5,76.99,20,9,3,2,0
1,48.27,30,28,33.33,0,32,32,52.58,12,17,106.64,31,10,10,7,1
1,48,26,24,83.33,33.33,33,25,43.04,5,8,123.01,16,16,7,10,1
1,56.89,25,33,50,50,39,32,45.08,11,18,95.09,22,24,11,18,0
1,60,24,36,85.71,0,22,30,43.62,15,21,110.83,20,22,8,14,1
1,49.23,33,32,75,0,42,30,62.35,21,11,97.18,21,13,7,7,1
1,49.18,31,30,100,50,44,39,50,12,14,92.59,35,12,4,15,1
0,66.66,19,38,100,0,33,28,52.13,16,21,100,18,16,4,11,1
0,50.76,32,33,100,25,30,42,37.65,11,21,102.82,24,14,8,10,0
0,50.81,30,31,50,0,39,44,50,14,12,107.41,28,10,0,12,0
1,33.33,38,19,100,0,28,33,47.87,21,16,100,30,17,10,9,0
0,61.66,23,37,80,0,32,28,47,7,22,94.74,17,16,5,4,0
1,57.89,24,33,66.66,50,35,26,60.49,13,16,106.9,19,8,14,3,1
1,38.33,37,23,100,20,28,32,53,22,7,105.26,12,20,3,2,1
0,42.1,33,24,50,33.33,26,35,39.51,16,13,93.1,13,12,8,9,0
1,42.85,32,24,75,16.66,42,27,61.29,16,7,93.75,26,10,8,10,0
0,47.05,36,32,50,0,34,38,47.46,19,20,103.51,16,17,13,13,1
0,57.14,24,32,83.33,25,27,42,38.71,7,16,106.25,21,18,4,4,1
1,52.94,32,36,100,50,38,34,52.54,20,19,96.49,17,15,4,14,0
1,46.15,35,30,100,0,41,28,62.26,23,16,97.87,11,10,7,8,1
0,53.84,30,35,100,0,28,41,37.74,16,23,102.13,12,24,4,0,0
0,52.23,32,35,66.66,0,42,46,48.89,13,19,112.81,26,8,4,12,1
1,47.76,35,32,100,33.33,46,42,51.11,19,13,87.19,26,12,9,14,0
1,56.25,28,36,100,20,24,35,36.47,6,17,115.18,14,16,1,6,1
0,43.75,36,28,80,0,35,24,63.53,17,6,84.82,19,12,1,8,0
1,48.93,24,23,100,50,39,27,62.65,11,8,106.25,19,11,8,13,1
0,51.06,23,24,50,0,27,39,37.35,8,11,93.75,26,14,6,11,0
0,49.15,30,29,33.33,0,23,36,38,15,15,111.2,29,22,6,16,0
0,46.29,29,25,0,0,33,29,53.85,13,9,100,5,10,4,2,0
0,38.33,37,23,100,0,25,33,42.55,19,18,103.89,23,16,5,4,1
0,50,31,31,0,0,29,36,46.61,16,22,94.2,15,18,10,2,0
0,41.79,39,28,75,40,39,32,51.49,15,13,96.55,37,17,9,11,1
1,50.84,29,30,100,66.66,36,23,62,15,15,88.8,23,11,9,17,1
1,48.52,35,33,100,25,22,29,36.25,13,24,102.93,21,31,4,14,1
1,58.2,28,39,60,25,32,39,48.51,13,15,103.45,21,21,9,8,0
1,53.7,25,29,100,100,29,33,46.15,9,13,100,16,17,6,2,1
1,61.66,23,37,100,0,33,25,57.45,18,19,96.11,19,16,3,14,0
0,42.3,30,22,100,100,37,30,57.14,17,9,90.28,7,11,5,14,0
1,50,31,31,100,100,36,29,53.39,22,16,105.81,20,17,4,9,1
1,57.69,22,30,0,0,30,37,42.86,9,17,109.72,19,19,7,18,1
0,51.47,33,35,75,0,29,22,63.75,24,13,97.07,13,9,1,9,0
1,47.27,29,26,100,0,33,31,52.81,23,12,103.2,34,9,11,11,1
0,52.72,26,29,100,0,31,33,47.19,12,23,96.8,34,15,8,5,0
1,36,32,18,100,0,38,26,49.46,9,14,103.45,20,17,4,4,1
0,57.33,32,43,100,50,27,36,41.75,13,19,103.95,17,21,10,8,1
0,64,18,32,100,0,26,38,50.54,14,9,96.55,24,14,5,4,0
1,42.66,43,32,50,0,36,27,58.25,19,13,96.05,25,13,5,7,0
0,50.94,26,27,33.33,0,29,29,43.56,15,14,90.96,16,21,3,11,0
1,40,30,20,100,33.33,28,39,49.49,9,12,88.09,30,12,11,13,0
0,60,20,30,66.66,0,39,28,50.51,12,9,111.91,22,19,3,12,1
1,49.05,27,26,100,66.66,29,29,56.44,14,15,109.04,15,13,11,12,1
0,43.85,32,25,50,33.33,33,33,49.55,10,14,93.34,23,15,7,5,0
1,39.24,48,31,100,0,36,43,48.78,23,25,103.08,11,13,4,5,1
0,60.75,31,48,100,0,43,36,51.22,25,23,96.92,15,23,1,3,0
0,41.37,34,24,100,100,39,28,54.84,20,8,109.51,27,13,29,10,1
1,58.62,24,34,0,0,28,39,45.16,8,20,90.49,23,21,21,9,0
1,56.14,25,32,66.66,50,33,33,50.45,14,10,106.66,20,14,17,10,1
0,32.75,39,19,100,20,23,34,48.68,14,13,118.75,20,17,4,2,1
0,55.81,19,24,100,100,37,23,58.89,11,12,103.53,15,13,7,14,1
1,44.18,24,19,0,0,23,37,41.11,12,11,96.47,26,9,5,20,0
1,67.24,19,39,80,0,34,23,51.32,13,14,81.25,24,16,11,7,0
0,45.9,33,28,80,0,24,36,44.21,10,16,113.1,21,28,3,10,1
1,54.09,28,33,100,20,36,24,55.79,16,10,86.9,27,14,4,9,0
0,43.54,35,27,66.66,33.33,30,37,41.67,13,21,101,23,23,3,11,1
0,45.16,34,28,75,33.33,35,33,53.33,17,13,96.16,14,14,9,14,0
1,54.83,28,34,66.66,25,33,35,46.67,13,17,103.84,19,13,7,12,1
1,37.31,42,25,100,0,18,28,41.41,17,27,96.3,29,17,7,7,0
0,62.68,25,42,100,0,28,18,58.59,27,17,103.7,41,16,5,4,1
1,49.12,29,28,75,0,41,32,58.51,18,7,106.67,28,14,10,20,1
1,56.45,27,35,66.66,33.33,37,30,58.33,21,13,99,13,8,5,13,0
0,50.87,28,29,100,25,32,41,41.49,7,18,93.33,23,24,6,14,0
1,63.79,21,37,100,33.33,40,25,58.06,15,16,88.84,16,10,3,14,0
0,51.66,29,31,100,25,38,37,56.38,16,12,103.3,20,18,1,5,1
1,63.46,19,33,100,20,20,20,42.65,9,15,101.02,26,14,5,12,1
1,46.37,37,32,100,50,46,34,52.04,23,11,112.59,20,16,18,14,1
0,47.82,24,22,100,0,30,46,43.75,10,16,102.41,31,18,6,11,0
0,36.2,37,21,66.66,0,25,40,41.94,16,15,111.17,15,13,5,5,1
1,53.96,29,34,100,0,31,35,46.15,16,16,103.3,18,14,16,17,1
1,48.33,31,29,75,0,37,38,43.62,12,16,96.7,28,12,2,8,0
0,36.53,33,19,80,0,20,20,57.35,15,9,98.98,36,11,9,12,0
0,53.62,32,37,50,0,34,46,47.96,11,23,87.41,10,12,5,15,0
1,52.17,22,24,100,0,46,30,56.25,16,10,97.59,43,19,10,17,1
0,46.03,34,29,100,0,35,31,53.85,16,16,96.7,30,19,3,8,0
1,52.05,35,38,0,50,26,31,38.46,14,22,120.88,26,19,8,6,1
0,47.94,38,35,50,100,31,26,61.54,22,14,79.12,40,12,9,11,0
1,53.44,27,31,100,0,38,34,55.17,23,12,98.25,11,13,7,7,1
1,47.36,30,27,100,33.33,17,41,43.84,13,13,100,28,13,3,11,1
0,52.63,27,30,66.66,0,41,17,56.16,13,13,100,20,12,3,10,0
