GameID,teamAbbrev,SATP,OZF,DZF, SPSv 
2017020059,CBJ,0.6162,23,13, 1.02 
2017020061,CGY,0.6486,15,12, 0.77 
2017020059,NYR,0.3838,13,23, 0.98 
2017020058,NJD,0.4625,15,14, 0.96 
2017020060,ANA,0.3373,12,14, 1.00 
2017020061,OTT,0.3514,12,15, 1.23 
2017020058,WSH,0.5375,14,15, 1.04 
2017020051,PIT,0.4681,11,17, 1.00 
2017020051,TBL,0.5319,17,11, 1.00 
2017020052,STL,0.5,17,14, 0.93 
2017020052,FLA,0.5,14,17, 1.07 
2017020054,CHI,0.5172,11,19, 0.96 
2017020054,MIN,0.4828,19,11, 1.04 
2017020057,SJS,0.5765,18,14, 0.97 
2017020057,BUF,0.4235,14,18, 1.03 
2017020056,DET,0.4706,20,15, 0.99 
2017020053,NSH,0.4457,19,13, 1.08 
2017020056,ARI,0.5294,15,20, 1.01 
2017020055,WPG,0.4576,8,27, 1.08 
2017020055,VAN,0.5424,27,8, 0.92 
2017020053,DAL,0.5543,13,19, 0.92 
2017020048,BOS,0.4937,13,12, 1.01 
2017020048,COL,0.5063,12,13, 0.99 
2017020047,PIT,0.4943,15,14, 0.88 
2017020046,TOR,0.6125,18,16, 0.80 
2017020050,LAK,0.5778,16,14, 1.01 
2017020046,NJD,0.3875,16,18, 1.20 
2017020050,CGY,0.4222,14,16, 0.99 
2017020047,WSH,0.5057,14,15, 1.13 
2017020049,ANA,0.4066,11,11, 1.06 
2017020049,NYI,0.5934,11,11, 0.94 
2017020043,DET,0.4674,25,15, 0.95 
2017020041,CHI,0.3878,14,15, 1.06 
2017020041,MTL,0.6122,15,14, 0.94 
2017020043,DAL,0.5326,15,25, 1.05 
2017020042,PHI,0.4048,20,19, 1.05 
2017020045,ARI,0.5161,23,21, 0.91 
2017020040,CAR,0.5455,20,13, 0.95 
2017020040,CBJ,0.4545,13,20, 1.05 
2017020039,NYR,0.6026,17,11, 0.94 
2017020044,VAN,0.4353,13,16, 1.05 
2017020045,VGK,0.4839,21,23, 1.09 
2017020042,NSH,0.5952,19,20, 0.95 
2017020039,STL,0.3974,11,17, 1.06 
2017020044,OTT,0.5647,16,13, 0.95 
2017020036,WSH,0.3548,8,17, 0.96 
2017020036,TBL,0.6452,17,8, 1.04 
2017020038,CGY,0.5294,10,11, 1.04 
2017020038,ANA,0.4706,11,10, 0.96 
2017020037,EDM,0.5044,19,17, 0.96 
2017020035,TOR,0.6494,11,8, 0.90 
2017020035,CHI,0.3506,8,11, 1.10 
2017020037,WPG,0.4956,17,19, 1.04 
2017020034,BUF,0.4615,13,11, 0.84 
2017020034,NJD,0.5385,11,13, 1.16 
2017020033,STL,0.4545,12,19, 1.01 
2017020032,BOS,0.5765,16,8, 0.90 
2017020032,COL,0.4235,8,16, 1.10 
2017020033,NYI,0.5455,19,12, 1.00 
2017020031,NYR,0.3171,10,15, 1.12 
2017020031,MTL,0.6829,15,10, 0.88 
2017020027,WPG,0.4045,13,17, 0.96 
2017020027,CGY,0.5955,17,13, 1.04 
2017020030,SJS,0.5067,14,11, 0.89 
2017020025,CHI,0.4146,14,16, 1.15 
2017020025,CBJ,0.5854,16,14, 0.85 
2017020030,LAK,0.4933,11,14, 1.11 
2017020018,FLA,0.6627,12,10, 0.92 
2017020028,EDM,0.662,19,6, 0.87 
2017020028,VAN,0.338,6,19, 1.13 
2017020020,NYI,0.5694,14,7, 1.05 
2017020020,BUF,0.4306,7,14, 0.95 
2017020023,MIN,0.404,15,17, 1.00 
2017020016,TOR,0.5288,14,22, 1.11 
2017020021,NSH,0.5185,10,14, 0.85 
2017020016,NYR,0.4712,22,14, 0.89 
2017020029,PHI,0.5065,12,14, 1.07 
2017020017,DET,0.5684,11,16, 1.01 
2017020024,STL,0.4706,10,12, 1.13 
2017020022,WSH,0.3704,14,20, 1.29 
2017020029,ANA,0.4935,14,12, 0.93 
2017020017,OTT,0.4316,16,11, 0.99 
2017020023,CAR,0.596,17,15, 1.00 
2017020021,PIT,0.4815,14,10, 1.15 
2017020022,MTL,0.6296,20,14, 0.71 
2017020018,TBL,0.3373,10,12, 1.08 
2017020024,DAL,0.5294,12,10, 0.87 
2017020026,ARI,0.4343,12,16, 1.04 
2017020026,VGK,0.5657,16,12, 0.96 
2017020019,NJD,0.4824,13,10, 0.97 
2017020019,COL,0.5176,10,13, 1.03 
2017020014,FLA,0.6145,17,10, 0.95 
2017020015,DAL,0.6512,19,13, 0.94 
2017020014,TBL,0.3855,10,17, 1.05 
2017020015,VGK,0.3488,13,19, 1.06 
2017020013,NYI,0.4957,19,17, 0.90 
2017020013,CBJ,0.5043,17,19, 1.10 
2017020009,MIN,0.5244,11,10, 0.98 
2017020010,PIT,0.3981,19,17, 0.75 
2017020010,CHI,0.6019,17,19, 1.25 
2017020008,WSH,0.5568,8,12, 1.02 
2017020009,DET,0.4756,10,11, 1.02 
2017020008,OTT,0.4432,12,8, 0.98 
2017020011,ANA,0.5281,20,12, 1.06 
2017020012,PHI,0.5125,14,19, 0.89 
2017020006,MTL,0.4875,18,21, 1.01 
2017020006,BUF,0.5125,21,18, 0.99 
2017020011,ARI,0.4719,12,20, 0.94 
2017020007,NYR,0.5634,12,7, 0.88 
2017020007,COL,0.4366,7,12, 1.12 
2017020005,NSH,0.3966,11,14, 0.97 
2017020005,BOS,0.6034,14,11, 1.03 
2017020012,LAK,0.4875,19,14, 1.11 
2017020002,STL,0.4528,15,16, 0.97 
2017020003,CGY,0.4274,16,24, 0.95 
2017020003,EDM,0.5726,24,16, 1.05 
2017020002,PIT,0.5472,16,15, 1.03 
2017020004,PHI,0.4839,13,8, 1.01 
2017020004,SJS,0.5161,8,13, 0.99 
2017020001,TOR,0.4933,9,12, 1.18 
2017020001,WPG,0.5067,12,9, 0.82 
2016021226,NYR,0.4712,24,24, 1.00 
2016021228,FLA,0.3895,12,11, 1.00 
2016021230,VAN,0.4,13,25, 1.02 
2016021228,WSH,0.6105,11,12, 1.00 
2016021226,PIT,0.5288,24,24, 1.00 
2016021230,EDM,0.6,25,13, 0.98 
2016021227,CAR,0.422,11,15, 1.00 
2016021227,PHI,0.578,15,11, 1.00 
2016021224,CBJ,0.4286,15,16, 0.99 
2016021224,TOR,0.5714,16,15, 1.01 
2016021229,LAK,0.4937,18,9, 1.02 
2016021229,ANA,0.5063,9,18, 0.98 
2016021223,OTT,0.5833,13,17, 0.92 
2016021225,COL,0.5882,11,20, 0.93 
2016021223,NYI,0.4167,17,13, 1.08 
2016021221,DET,0.4872,15,13, 1.05 
2016021222,TBL,0.5059,21,13, 0.99 
2016021225,STL,0.4118,20,11, 1.07 
2016021221,NJD,0.5128,13,15, 0.95 
2016021222,BUF,0.4941,13,21, 1.01 
2016021212,MTL,0.4941,15,18, 0.96 
2016021213,FLA,0.4868,12,17, 1.08 
2016021219,CGY,0.5067,8,11, 0.96 
2016021218,EDM,0.561,14,13, 1.07 
2016021218,VAN,0.439,13,14, 0.93 
2016021214,STL,0.4333,12,17, 0.95 
2016021211,TOR,0.6082,17,11, 0.98 
2016021219,SJS,0.4933,11,8, 1.04 
2016021212,DET,0.5059,18,15, 1.04 
2016021214,CAR,0.5667,17,12, 1.05 
2016021211,PIT,0.3918,11,17, 1.02 
2016021216,DAL,0.5377,25,13, 0.96 
2016021216,COL,0.4623,13,25, 1.04 
2016021213,BUF,0.5132,17,12, 0.92 
2016021215,WPG,0.5,15,14, 1.03 
2016021217,ARI,0.4186,12,19, 1.02 
2016021210,NYI,0.3636,10,15, 1.11 
2016021217,MIN,0.5814,19,12, 0.98 
2016021210,NJD,0.6364,15,10, 0.89 
2016021215,NSH,0.5,14,15, 0.97 
2016021220,LAK,0.4945,21,13, 0.96 
2016021209,WSH,0.5059,19,15, 1.07 
2016021220,CHI,0.5055,13,21, 1.04 
2016021209,BOS,0.4941,15,19, 0.93 
2016021208,CBJ,0.5062,10,8, 0.91 
2016021208,PHI,0.4938,8,10, 1.09 
2016021207,OTT,0.5882,19,17, 1.04 
2016021207,NYR,0.4118,17,19, 0.96 
2016021206,MTL,0.6234,22,6, 0.79 
2016021206,TBL,0.3766,6,22, 1.21 
2016021205,SJS,0.5128,14,10, 1.07 
2016021199,FLA,0.5517,18,6, 1.00 
2016021204,LAK,0.573,21,11, 0.88 
2016021204,CGY,0.427,11,21, 1.12 
2016021205,EDM,0.4872,10,14, 0.93 
2016021200,DAL,0.5263,14,10, 0.88 
2016021198,TOR,0.534,20,22, 0.97 
2016021198,TBL,0.466,22,20, 1.03 
2016021199,STL,0.4483,6,18, 1.00 
2016021200,NSH,0.4737,10,14, 1.12 
2016021202,VAN,0.5696,9,11, 0.98 
2016021201,COL,0.5,16,18, 0.96 
2016021203,ANA,0.4024,8,15, 1.19 
2016021197,CBJ,0.5981,20,14, 1.00 
2016021196,NYI,0.4302,12,13, 1.11 
2016021195,NJD,0.6353,22,11, 0.92 
2016021196,CAR,0.5698,13,12, 0.89 
2016021194,OTT,0.4941,20,12, 1.05 
2016021194,BOS,0.5059,12,20, 0.95 
2016021202,ARI,0.4304,11,9, 1.02 
2016021197,WPG,0.4019,14,20, 1.00 
2016021201,MIN,0.5,18,16, 1.04 
2016021203,CHI,0.5976,15,8, 0.81 
2016021195,PIT,0.3647,11,22, 1.08 
2016021193,WSH,0.5422,10,19, 1.05 
2016021193,NYR,0.4578,19,10, 0.95 
2016021192,BUF,0.4896,17,10, 1.04 
2016021192,MTL,0.5104,10,17, 0.96 
2016021187,DAL,0.5843,13,10, 1.00 
2016021190,LAK,0.4756,12,15, 1.14 
2016021183,OTT,0.4588,11,18, 1.10 
2016021183,DET,0.5412,18,11, 0.90 
2016021191,VAN,0.4811,18,11, 0.92 
2016021182,TOR,0.4889,15,14, 0.90 
2016021182,WSH,0.5111,14,15, 1.10 
2016021191,SJS,0.5189,11,18, 1.08 
2016021187,ARI,0.4157,10,13, 1.00 
2016021190,EDM,0.5244,15,12, 0.86 
2016021184,WPG,0.4896,13,19, 1.09 
2016021185,NSH,0.4327,12,21, 1.01 
2016021179,BOS,0.5567,16,17, 1.03 
2016021188,CHI,0.39,14,15, 1.06 
2016021184,STL,0.5104,19,13, 0.91 
2016021181,PIT,0.3333,13,14, 1.18 
2016021181,CBJ,0.6667,14,13, 0.82 
2016021189,ANA,0.4943,11,14, 1.13 
2016021188,COL,0.61,15,14, 0.94 
2016021189,CGY,0.5057,14,11, 0.87 
2016021180,PHI,0.5397,9,10, 1.00 
2016021185,NYI,0.5673,21,12, 0.99 
2016021186,MIN,0.6316,19,14, 1.04 
2016021186,CAR,0.3684,14,19, 0.96 
2016021179,TBL,0.4433,17,16, 0.97 
2016021180,NJD,0.4603,10,9, 1.00 
2016021178,FLA,0.4333,18,14, 0.93 
2016021178,MTL,0.5667,14,18, 1.07 
2016021177,DET,0.3894,19,17, 0.96 
2016021176,TOR,0.5842,19,20, 1.02 
2016021177,OTT,0.6106,17,19, 1.04 
2016021176,BUF,0.4158,20,19, 0.98 
2016021174,ANA,0.5488,14,12, 1.04 
2016021174,CGY,0.4512,12,14, 0.96 
2016021175,LAK,0.6133,24,11, 0.92 
2016021175,ARI,0.3867,11,24, 1.08 
2016021173,PHI,0.4923,5,10, 0.93 
2016021173,NYR,0.5077,10,5, 1.07 
2016021168,DAL,0.4783,12,15, 0.96 
2016021169,CBJ,0.5816,16,11, 0.99 
2016021169,WSH,0.4184,11,16, 1.01 
2016021168,TBL,0.5217,15,12, 1.04 
2016021171,COL,0.5192,15,16, 0.92 
2016021167,CAR,0.5532,16,20, 0.99 
2016021167,PIT,0.4468,20,16, 1.01 
2016021171,MIN,0.4808,16,15, 1.08 
2016021172,SJS,0.4146,8,13, 1.05 
2016021172,VAN,0.5854,13,8, 0.95 
2016021166,NYI,0.4524,14,13, 1.10 
2016021170,STL,0.5,14,17, 1.19 
2016021170,NSH,0.5,17,14, 0.81 
2016021166,BUF,0.5476,13,14, 0.90 
2016021165,BOS,0.4717,24,20, 1.02 
2016021165,CHI,0.5283,20,24, 0.98 
2016021164,ANA,0.3689,12,25, 0.96 
2016021164,EDM,0.6311,25,12, 1.04 
2016021160,TBL,0.47,17,16, 1.01 
2016021162,CAR,0.5882,21,12, 0.95 
2016021162,DAL,0.4118,12,21, 1.05 
2016021161,PHI,0.4524,17,13, 1.04 
2016021160,MTL,0.53,16,17, 0.99 
2016021159,DET,0.5213,20,16, 0.93 
2016021159,TOR,0.4787,16,20, 1.07 
2016021161,NJD,0.5476,13,17, 0.96 
2016021163,WPG,0.567,20,7, 1.04 
2016021163,OTT,0.433,7,20, 0.96 
2016021157,FLA,0.5,8,11, 0.93 
2016021158,NSH,0.5306,25,14, 1.07 
2016021157,BOS,0.5,11,8, 1.07 
2016021158,MIN,0.4694,14,25, 0.93 
2016021151,NYI,0.4416,14,18, 1.05 
2016021151,NJD,0.5584,18,14, 0.95 
2016021152,CHI,0.4595,11,11, 1.00 
2016021152,CBJ,0.5405,11,11, 1.00 
2016021155,LAK,0.4565,14,24, 1.04 
2016021153,STL,0.4124,11,21, 1.05 
2016021155,VAN,0.5435,24,14, 0.96 
2016021150,PIT,0.4706,11,31, 1.08 
2016021154,SJS,0.5638,24,14, 0.94 
2016021154,CGY,0.4362,14,24, 1.06 
2016021153,COL,0.5876,21,11, 0.95 
2016021156,ARI,0.3391,15,23, 1.13 
2016021156,WSH,0.6609,23,15, 0.87 
2016021150,NYR,0.5294,31,11, 0.92 
2016021141,DAL,0.5376,23,13, 0.95 
2016021141,BOS,0.4624,13,23, 1.05 
2016021145,TBL,0.4639,11,14, 1.03 
2016021144,MTL,0.5769,18,16, 1.11 
2016021145,DET,0.5361,14,11, 0.97 
2016021144,FLA,0.4231,16,18, 0.89 
2016021148,WPG,0.5882,15,13, 0.96 
2016021142,NYI,0.6636,27,7, 0.90 
2016021147,OTT,0.3623,17,16, 0.90 
2016021143,CAR,0.5165,19,15, 1.00 
2016021146,NSH,0.6377,13,8, 1.05 
2016021148,ANA,0.4118,13,15, 1.04 
2016021149,EDM,0.4528,13,19, 1.05 
2016021142,PHI,0.3364,7,27, 1.10 
2016021146,TOR,0.3623,8,13, 0.95 
2016021149,SJS,0.5472,19,13, 0.95 
2016021143,CBJ,0.4835,15,19, 1.00 
2016021147,MIN,0.6377,16,17, 1.10 
2016021139,WSH,0.4949,9,19, 0.95 
2016021137,PIT,0.4792,20,9, 0.84 
2016021137,CHI,0.5208,9,20, 1.16 
2016021139,COL,0.5051,19,9, 1.05 
2016021140,STL,0.5769,21,13, 1.06 
2016021140,ARI,0.4231,13,21, 0.94 
2016021138,LAK,0.4286,17,22, 1.13 
2016021138,CGY,0.5714,22,17, 0.87 
2016021131,FLA,0.3974,11,18, 0.96 
2016021132,MTL,0.5868,24,17, 1.07 
2016021136,NYR,0.4128,14,10, 1.01 
2016021132,DAL,0.4132,17,24, 0.93 
2016021136,SJS,0.5872,10,14, 0.99 
2016021131,TOR,0.6026,18,11, 1.04 
2016021134,LAK,0.5227,17,18, 0.96 
2016021130,CBJ,0.4526,10,29, 1.08 
2016021135,VAN,0.4639,29,12, 0.91 
2016021130,BUF,0.5474,29,10, 0.92 
2016021128,PHI,0.5106,11,12, 0.99 
2016021127,NSH,0.5824,14,15, 0.90 
2016021135,ANA,0.5361,12,29, 1.09 
2016021024,NJD,0.4267,6,24, 1.11 
2016021133,WSH,0.3667,5,9, 0.96 
2016021024,WPG,0.5733,24,6, 0.89 
2016021128,OTT,0.4894,12,11, 1.01 
2016021129,CAR,0.5104,14,18, 1.07 
2016021127,BOS,0.4176,15,14, 1.10 
2016021129,DET,0.4896,18,14, 0.93 
2016021134,EDM,0.4773,18,17, 1.04 
2016021133,MIN,0.6333,9,5, 1.04 
2016021124,TBL,0.5843,15,9, 0.95 
2016021124,CHI,0.4157,9,15, 1.05 
2016020477,CAR,0.5682,11,14, 0.98 
2016021122,FLA,0.5375,11,13, 0.96 
2016021123,NYI,0.5366,21,9, 0.96 
2016021126,CGY,0.5783,14,15, 1.05 
2016021122,BUF,0.4625,13,11, 1.04 
2016021125,STL,0.5732,16,11, 1.10 
2016021123,NSH,0.4634,9,21, 1.04 
2016020477,DET,0.4318,14,11, 1.02 
2016021126,COL,0.4217,15,14, 0.95 
2016021125,ARI,0.4268,11,16, 0.90 
2016021117,PHI,0.5806,16,12, 1.10 
2016021120,VAN,0.4659,17,15, 1.04 
2016021120,WPG,0.5341,15,17, 0.96 
2016021117,PIT,0.4194,12,16, 0.90 
2016021121,NYR,0.52,17,16, 1.02 
2016021121,ANA,0.48,16,17, 0.98 
2016021118,NJD,0.3974,15,23, 1.05 
2016021118,DAL,0.6026,23,15, 0.95 
2016021119,MIN,0.5942,16,13, 1.04 
2016021119,DET,0.4058,13,16, 0.96 
2016021115,EDM,0.3494,11,8, 1.07 
2016021115,COL,0.6506,8,11, 0.93 
2016021116,NYR,0.3478,17,14, 1.06 
2016021116,LAK,0.6522,14,17, 0.94 
2016021109,FLA,0.4429,10,19, 1.21 
2016021110,NJD,0.5357,15,7, 0.92 
2016021112,ARI,0.4286,10,18, 0.97 
2016021107,BUF,0.51,22,15, 1.01 
2016021110,CAR,0.4643,7,15, 1.08 
2016021107,TOR,0.49,15,22, 0.99 
2016021111,BOS,0.6557,13,7, 1.02 
2016021109,CHI,0.5571,19,10, 0.79 
2016021108,OTT,0.6163,19,6, 0.98 
2016021114,NSH,0.5618,15,23, 1.10 
2016021112,WSH,0.5714,18,10, 1.03 
2016021114,SJS,0.4382,23,15, 0.90 
2016021108,MTL,0.3837,6,19, 1.02 
2016021111,NYI,0.3443,7,13, 0.98 
2016021113,CGY,0.4545,14,16, 0.97 
2016021113,STL,0.5455,16,14, 1.03 
2016021105,CBJ,0.4545,18,13, 1.05 
2016021105,PHI,0.5455,13,18, 0.95 
2016021106,MIN,0.5875,13,14, 0.93 
2016021106,VAN,0.4125,14,13, 1.07 
2016021102,TBL,0.5479,10,7, 1.00 
2016021103,DAL,0.4949,16,18, 1.21 
2016021103,SJS,0.5051,18,16, 0.79 
2016021102,DET,0.4521,7,10, 1.01 
2016021104,ANA,0.6489,20,6, 1.07 
2016021104,WPG,0.3511,6,20, 0.93 
2016021101,PIT,0.5197,23,16, 1.02 
2016021101,NYI,0.4803,16,23, 0.98 
2016021094,ARI,0.3619,18,26, 0.97 
2016021093,OTT,0.5111,17,19, 1.00 
2016021092,MTL,0.4845,15,25, 0.95 
2016021100,LAK,0.5698,12,11, 0.98 
2016021100,WPG,0.4302,11,12, 1.02 
2016021098,DAL,0.5333,12,20, 1.02 
2016021093,PIT,0.4889,19,17, 1.00 
2016021091,NJD,0.4,12,15, 1.00 
2016021098,CHI,0.4667,20,12, 0.98 
2016021091,TOR,0.6,15,12, 1.00 
2016021094,FLA,0.6381,26,18, 1.03 
2016021092,CAR,0.5155,25,15, 1.05 
2016021096,NSH,0.4857,12,11, 1.13 
2016021089,TBL,0.5079,18,15, 1.09 
2016021096,CGY,0.5143,11,12, 0.87 
2016021099,COL,0.5294,15,11, 0.97 
2016021090,WSH,0.6789,27,8, 0.98 
2016021099,EDM,0.4706,11,15, 1.03 
2016021095,STL,0.5977,17,13, 1.05 
2016021095,VAN,0.4023,13,17, 0.95 
2016021097,PHI,0.5,13,15, 1.04 
2016021089,BOS,0.4921,15,18, 0.91 
2016021090,CBJ,0.3211,8,27, 1.02 
2016021097,MIN,0.5,15,13, 0.96 
2016021087,NYI,0.4316,23,15, 1.01 
2016021087,NYR,0.5684,15,23, 0.99 
2016021088,ANA,0.4875,12,11, 1.07 
2016021086,CBJ,0.5446,19,13, 0.95 
2016021088,EDM,0.5125,11,12, 0.93 
2016021086,TOR,0.4554,13,19, 1.05 
2016021081,CAR,0.4384,9,11, 1.01 
2016021084,VAN,0.3095,6,18, 1.25 
2016021080,TBL,0.6737,17,13, 0.94 
2016021079,DET,0.4272,17,27, 0.97 
2016021080,ARI,0.3263,13,17, 1.06 
2016021082,SJS,0.525,14,7, 0.99 
2016021079,MTL,0.5728,27,17, 1.03 
2016021084,CHI,0.6905,18,6, 0.75 
2016021082,MIN,0.475,7,14, 1.01 
2016021081,FLA,0.5616,11,9, 0.99 
2016021076,PIT,0.4688,17,20, 1.03 
2016021085,COL,0.4938,17,12, 0.93 
2016021083,WPG,0.589,11,11, 0.97 
2016021075,OTT,0.4,13,12, 1.13 
2016021075,BOS,0.6,12,13, 0.88 
2016021078,WSH,0.5288,15,10, 0.98 
2016021077,NYR,0.6044,24,17, 0.99 
2016021077,NJD,0.3956,17,24, 1.01 
2016021085,STL,0.5062,12,17, 1.07 
2016021078,CGY,0.4712,10,15, 1.02 
2016021083,PHI,0.411,11,11, 1.03 
2016021076,BUF,0.5313,20,17, 0.97 
2016021070,BOS,0.5408,18,16, 1.08 
2016021071,DET,0.5054,25,12, 1.04 
2016021071,BUF,0.4946,12,25, 0.96 
2016021073,SJS,0.5962,16,10, 0.94 
2016021073,DAL,0.4038,10,16, 1.06 
2016021070,TOR,0.4592,16,18, 0.92 
2016021072,NSH,0.58,21,16, 1.10 
2016021072,ARI,0.42,16,21, 0.90 
2016021074,EDM,0.4083,17,18, 1.04 
2016021074,LAK,0.5917,18,17, 0.96 
2016021069,CGY,0.4857,8,17, 1.00 
2016021068,MTL,0.5789,15,13, 1.06 
2016021068,OTT,0.4211,13,15, 0.94 
2016021069,LAK,0.5143,17,8, 1.00 
2016021066,CAR,0.3878,14,16, 1.06 
2016021066,PHI,0.6122,16,14, 0.94 
2016021067,CHI,0.567,17,14, 1.03 
2016021067,COL,0.433,14,17, 0.97 
2016021065,WPG,0.3113,10,19, 1.14 
2016021065,MIN,0.6887,19,10, 0.86 
2016021063,NJD,0.6022,22,18, 1.00 
2016021063,CBJ,0.3978,18,22, 1.00 
2016021064,FLA,0.5373,11,10, 0.82 
2016021064,PIT,0.4627,10,11, 1.18 
2016021061,VAN,0.5979,18,13, 0.95 
2016021061,EDM,0.4021,13,18, 1.05 
2016021062,ANA,0.4,7,18, 1.10 
2016021062,SJS,0.6,18,7, 0.90 
2016021057,WSH,0.5306,21,20, 1.03 
2016021057,TBL,0.4694,20,21, 0.97 
2016021056,OTT,0.49,19,9, 1.00 
2016021058,CAR,0.4762,15,19, 1.07 
2016021055,TOR,0.4872,15,24, 1.01 
2016021056,MTL,0.51,9,19, 1.00 
2016021058,NSH,0.5238,19,15, 0.93 
2016021055,CHI,0.5128,24,15, 0.99 
2016021060,ARI,0.5088,31,18, 0.97 
2016021059,NYR,0.5128,13,16, 1.08 
2016021059,MIN,0.4872,16,13, 0.92 
2016021060,STL,0.4912,18,31, 1.03 
2016021053,COL,0.5488,22,12, 0.87 
2016021054,CBJ,0.4854,19,18, 0.96 
2016021053,DET,0.4512,12,22, 1.13 
2016021054,NYI,0.5146,18,19, 1.04 
2016021049,NYR,0.4667,16,13, 1.02 
2016021050,NJD,0.4588,14,19, 0.98 
2016021052,BUF,0.432,18,16, 1.01 
2016021049,FLA,0.5333,13,16, 0.98 
2016021051,CGY,0.4792,14,14, 1.08 
2016021051,DAL,0.5208,14,14, 0.92 
2016021050,PIT,0.5412,19,14, 1.02 
2016021052,ANA,0.568,16,18, 0.99 
2016021048,STL,0.5512,26,22, 1.00 
2016021048,SJS,0.4488,22,26, 1.00 
2016021042,CHI,0.3977,7,24, 1.06 
2016021043,TOR,0.4359,8,14, 1.24 
2016021043,TBL,0.5641,14,8, 0.76 
2016021042,OTT,0.6023,24,7, 0.94 
2016021047,LAK,0.5455,18,20, 1.06 
2016021047,BUF,0.4545,20,18, 0.94 
2016021046,ARI,0.4545,15,13, 0.99 
2016021045,VAN,0.4762,21,17, 0.96 
2016021037,NJD,0.6563,12,9, 1.03 
2016021046,DET,0.5455,13,15, 1.01 
2016021045,DAL,0.5238,17,21, 1.04 
2016021038,NYI,0.5281,7,10, 0.95 
2016021044,EDM,0.4382,9,14, 1.15 
2016021041,CBJ,0.4643,18,16, 1.03 
2016021038,WPG,0.4719,10,7, 1.05 
2016021041,FLA,0.5357,16,18, 0.97 
2016021040,CAR,0.4505,11,8, 1.07 
2016021039,NSH,0.4932,11,19, 1.00 
2016021039,WSH,0.5068,19,11, 1.00 
2016021040,MIN,0.5495,8,11, 0.93 
2016021037,PHI,0.3438,9,12, 0.97 
2016021044,BOS,0.5618,14,9, 0.85 
2016021033,PHI,0.4737,12,16, 1.14 
2016021033,PIT,0.5263,16,12, 0.86 
2016021035,DET,0.5333,16,14, 0.89 
2016021035,COL,0.4667,14,16, 1.11 
2016021036,STL,0.5823,11,13, 0.99 
2016021034,BOS,0.5909,18,14, 1.07 
2016021036,ANA,0.4177,13,11, 1.01 
2016021034,CGY,0.4091,14,18, 0.93 
2016021029,FLA,0.5278,17,17, 1.19 
2016021031,ARI,0.4421,18,30, 1.01 
2016021028,TBL,0.5546,14,17, 0.99 
2016021029,TOR,0.4722,17,17, 0.81 
2016021032,SJS,0.5701,20,10, 1.04 
2016021027,MTL,0.6271,18,14, 0.93 
2016021032,BUF,0.4299,10,20, 0.96 
2016021031,LAK,0.5579,30,18, 0.99 
2016021027,CHI,0.3729,14,18, 1.07 
2016021028,OTT,0.4454,17,14, 1.01 
2016021025,WSH,0.5714,19,7, 1.05 
2016021030,DAL,0.5421,18,10, 0.81 
2016021030,EDM,0.4579,10,18, 1.19 
2016021026,CAR,0.5,16,15, 1.01 
2016021026,NYI,0.5,15,16, 0.99 
2016021025,MIN,0.4286,7,19, 0.95 
2016021016,CAR,0.5326,10,15, 1.06 
2016021016,NYI,0.4674,15,10, 0.94 
2016021020,PIT,0.5,20,11, 0.99 
2016021021,BOS,0.6292,23,14, 0.99 
2016021018,PHI,0.4531,8,14, 0.95 
2016021018,CBJ,0.5469,14,8, 1.05 
2016021023,LAK,0.6667,25,13, 0.94 
2016021020,CGY,0.5,11,20, 1.01 
2016021023,STL,0.3333,13,25, 1.06 
2016021017,TBL,0.407,19,21, 1.09 
2016021022,COL,0.4471,14,20, 0.97 
2016021019,NSH,0.5856,21,16, 1.01 
2016021019,WPG,0.4144,16,21, 0.99 
2016021022,ARI,0.5529,20,14, 1.03 
2016021021,VAN,0.3708,14,23, 1.01 
2016021017,NYR,0.593,21,19, 0.91 
2016021015,DAL,0.619,14,8, 0.79 
2016021011,NYR,0.473,9,12, 1.08 
2016021011,DET,0.527,12,9, 0.92 
2016021015,SJS,0.381,8,14, 1.21 
2016021014,ANA,0.4545,19,13, 1.13 
2016021014,WSH,0.5455,13,19, 0.87 
2016021013,MTL,0.604,13,20, 1.00 
2016021013,EDM,0.396,20,13, 1.00 
2016021012,MIN,0.6481,20,10, 0.84 
2016021012,CHI,0.3519,10,20, 1.16 
2016021010,WSH,0.5645,11,12, 0.93 
2016021010,LAK,0.4355,12,11, 1.07 
2016021002,CBJ,0.4878,8,13, 1.02 
2016021004,CAR,0.6038,18,12, 0.94 
2016021009,PIT,0.5882,20,12, 1.06 
2016021002,BUF,0.5122,13,8, 0.98 
2016021004,TOR,0.3962,12,18, 1.06 
2016021009,VAN,0.4118,12,20, 0.94 
2016021007,STL,0.375,14,20, 1.04 
2016021003,TBL,0.5663,20,13, 0.96 
2016021003,FLA,0.4337,13,20, 1.04 
2016021007,NYI,0.625,20,14, 0.96 
2016021005,WPG,0.5844,15,14, 0.94 
2016021005,CGY,0.4156,14,15, 1.06 
2016021008,NJD,0.5854,23,17, 1.00 
2016021008,ARI,0.4146,17,23, 1.00 
2016021006,OTT,0.6216,17,5, 1.03 
2016021006,COL,0.3784,5,17, 0.98 
2016021000,BOS,0.5111,18,12, 0.99 
2016021001,SJS,0.5495,21,12, 0.95 
2016021001,NSH,0.4505,12,21, 1.05 
2016021000,PHI,0.4889,12,18, 1.01 
2016020997,MIN,0.5421,22,13, 1.04 
