gameID,tm,oppTm,wol,loc,ga,gf,fowP,foL,foW,pkPctg,ppPctg,sf,sa,satp,ozf,dzf,spsv,hit,bks,tka,gva
2016020049,DET,NYR,1,0,1,2,42.1,33,24,100.0,25.0,18,33,37.78,10,17,102.97,15,20,14,6
2016020050,TOR,WPG,0,0,5,4,43.75,36,28,66.66,100.0,40,34,43.59,16,23,95.13,17,27,6,17
2016020050,WPG,TOR,1,1,4,5,56.25,28,36,0.0,33.33,34,40,56.41,23,16,104.87,23,16,4,15
2016020040,MTL,PIT,1,1,0,4,54.21,38,45,100.0,16.66,32,36,44.05,16,19,113.04,19,9,4,15
2016020040,PIT,MTL,0,0,4,0,45.78,45,38,83.33,0.0,36,32,55.95,19,16,86.96,32,10,4,10
2016020045,CHI,PHI,1,1,4,7,49.12,29,28,50.0,66.66,28,27,53.03,11,12,108.3,20,9,8,16
2016020041,OTT,ARI,1,1,4,7,50.0,35,35,80.0,50.0,42,35,49.0,20,11,101.05,20,23,8,16
2016020041,ARI,OTT,0,0,7,4,50.0,35,35,50.0,20.0,35,42,51.0,11,20,98.95,20,9,8,13
2016020042,FLA,TBL,0,0,3,3,53.12,30,34,100.0,0.0,31,28,53.57,20,8,99.72,19,7,11,5
2016020042,TBL,FLA,1,1,3,3,46.87,34,30,100.0,0.0,28,31,46.43,8,20,100.28,15,7,8,11
2016020045,PHI,CHI,0,0,7,4,50.87,28,29,33.33,50.0,27,28,46.97,12,11,91.7,30,11,9,12
2016020048,VAN,STL,1,1,1,2,48.21,29,27,100.0,0.0,26,24,54.29,10,14,100.26,13,9,8,6
2016020044,LAK,MIN,0,0,6,3,51.94,37,40,75.0,0.0,30,26,67.53,18,14,90.28,19,4,5,6
2016020037,NJD,ANA,1,1,1,2,48.48,34,32,75.0,28.57,28,24,52.0,11,15,100.0,16,12,6,7
2016020037,ANA,NJD,0,0,2,1,51.51,32,34,71.42,25.0,24,28,48.0,15,11,100.0,19,10,1,2
2016020039,COL,WSH,0,0,3,0,46.55,31,27,60.0,0.0,18,40,40.0,8,16,96.3,26,13,5,11
2016020047,EDM,CAR,1,1,2,3,38.59,35,22,100.0,0.0,28,33,47.37,15,18,104.5,18,15,11,13
2016020039,WSH,COL,1,1,0,3,53.44,27,31,100.0,40.0,40,18,60.0,16,8,103.7,17,9,12,16
2016020046,CGY,BUF,1,1,3,4,45.45,36,30,80.0,0.0,34,21,61.97,13,14,99.71,16,10,11,20
2016020046,BUF,CGY,0,0,4,3,54.54,30,36,100.0,20.0,21,34,38.03,14,13,100.29,10,12,6,8
2016020043,NSH,DAL,0,1,2,1,48.43,33,31,100.0,33.33,28,37,43.0,24,17,93.1,22,18,6,10
2016020038,NYI,SJS,0,1,3,2,60.31,25,38,100.0,0.0,23,27,43.82,14,17,97.02,24,17,7,9
2016020044,MIN,LAK,1,1,3,6,48.05,40,37,100.0,25.0,26,30,32.47,14,18,109.72,14,25,8,8
2016020043,DAL,NSH,1,0,1,2,51.56,31,33,66.66,0.0,37,28,57.0,17,24,106.9,18,20,4,4
2016020048,STL,VAN,0,0,2,1,51.78,27,29,100.0,0.0,24,26,45.71,14,10,99.74,14,15,3,2
2016020047,CAR,EDM,0,0,3,2,61.4,22,35,100.0,0.0,33,28,52.63,18,15,95.5,18,16,9,7
2016020038,SJS,NYI,1,0,2,3,39.68,38,25,100.0,0.0,27,23,56.18,17,14,102.98,13,13,4,6
2016020035,OTT,DET,0,0,5,1,50.94,26,27,50.0,0.0,32,25,59.15,19,7,85.71,21,10,6,7
2016020035,DET,OTT,1,1,1,5,49.05,27,26,100.0,50.0,25,32,40.85,7,19,114.29,20,15,5,9
2016020034,COL,PIT,1,0,3,4,36.36,42,24,60.0,33.33,31,31,42.17,10,19,101.3,42,13,8,3
2016020033,NYR,SJS,1,1,4,7,57.35,29,39,75.0,33.33,29,31,36.36,8,14,106.55,25,18,6,6
2016020033,SJS,NYR,0,0,7,4,42.64,39,29,66.66,25.0,31,29,63.64,14,8,93.45,17,7,5,13
2016020034,PIT,COL,0,1,4,3,63.63,24,42,66.66,40.0,31,31,57.83,19,10,98.7,22,18,3,7
2016020036,WPG,BOS,0,1,4,1,43.75,36,28,100.0,0.0,35,25,49.28,16,14,89.21,24,10,8,16
2016020036,BOS,WPG,1,0,1,4,56.25,28,36,100.0,0.0,25,35,50.72,14,16,110.79,15,15,4,14
2016020032,VAN,CAR,1,1,3,4,48.27,30,28,50.0,0.0,31,22,58.67,19,10,96.42,16,15,10,10
2016020032,CAR,VAN,0,0,4,3,51.72,28,30,100.0,50.0,22,31,41.33,10,19,103.58,24,12,3,9
2016020030,ANA,NYI,0,0,3,2,61.29,24,38,100.0,0.0,26,30,45.21,10,12,96.86,27,13,7,2
2016020030,NYI,ANA,1,1,2,3,38.7,38,24,100.0,0.0,30,26,54.79,12,10,103.14,18,20,8,6
2016020031,BUF,EDM,1,0,2,6,51.66,29,31,100.0,33.33,24,33,39.24,10,11,117.31,14,15,1,5
2016020031,EDM,BUF,0,1,6,2,48.33,31,29,66.66,0.0,33,24,60.76,11,10,82.69,32,11,7,12
2016020026,CHI,NSH,1,1,3,5,47.45,31,28,50.0,66.66,27,36,43.33,14,19,110.22,23,17,8,12
2016020026,NSH,CHI,0,0,5,3,52.54,28,31,33.33,50.0,36,27,56.67,19,14,89.78,32,11,5,6
2016020025,NYR,STL,0,0,3,2,57.89,24,33,80.0,0.0,35,18,69.33,16,13,92.61,23,7,6,2
2016020017,TOR,BOS,1,1,1,4,61.53,20,32,75.0,0.0,24,25,44.83,12,9,120.0,28,18,9,9
2016020023,SJS,CBJ,1,0,2,3,41.66,35,25,50.0,20.0,38,28,44.44,8,19,103.83,11,17,2,0
2016020027,DAL,COL,0,0,6,5,38.46,40,25,33.33,50.0,28,33,48.39,13,21,97.64,23,16,6,3
2016020029,CGY,VAN,0,0,1,1,49.18,31,30,100.0,0.0,25,31,39.24,11,18,95.0,15,23,5,8
2016020022,WSH,NYI,1,1,1,2,48.21,29,27,50.0,0.0,28,22,51.22,18,10,109.52,16,14,14,17
2016020019,NJD,TBL,0,0,3,2,48.21,29,27,100.0,0.0,34,34,46.75,15,7,96.33,27,12,7,2
2016020025,STL,NYR,1,1,2,3,42.1,33,24,100.0,20.0,18,35,30.67,13,16,107.39,14,13,7,2
2016020022,NYI,WSH,0,0,2,1,51.78,27,29,100.0,50.0,22,28,48.78,10,18,90.48,26,20,6,5
2016020017,BOS,TOR,0,0,4,1,38.46,32,20,100.0,25.0,25,24,55.17,9,12,80.0,24,13,11,11
2016020020,FLA,DET,1,1,1,4,44.92,38,31,100.0,0.0,38,22,54.65,27,10,104.62,14,15,16,15
2016020021,PIT,ANA,1,1,2,3,41.79,39,28,66.66,33.33,45,36,46.0,20,15,102.33,25,13,8,0
2016020027,COL,DAL,1,1,5,6,61.53,25,40,50.0,66.66,33,28,51.61,21,13,102.36,25,14,12,8
2016020023,CBJ,SJS,0,1,3,2,58.33,25,35,80.0,50.0,28,38,55.56,19,8,96.17,15,12,4,5
2016020018,OTT,MTL,1,1,3,3,63.33,22,38,75.0,0.0,38,24,55.84,17,9,98.24,31,15,5,8
2016020020,DET,FLA,0,0,4,1,55.07,31,38,100.0,0.0,22,38,45.35,10,27,95.39,11,8,5,6
2016020019,TBL,NJD,1,1,2,3,51.78,27,29,100.0,0.0,34,34,53.25,7,15,103.67,27,11,11,7
2016020029,VAN,CGY,1,1,1,1,50.81,30,31,100.0,0.0,31,25,60.76,18,11,105.0,11,8,3,7
2016020018,MTL,OTT,0,0,3,3,36.66,38,22,100.0,25.0,24,38,44.16,9,17,101.76,28,11,4,8
2016020021,ANA,PIT,0,0,3,2,58.2,28,39,66.66,33.33,36,45,54.0,15,20,97.67,34,10,1,2
2016020028,ARI,PHI,1,1,3,4,44.23,29,23,100.0,16.66,35,30,43.24,7,15,90.97,30,16,2,2
2016020024,WPG,MIN,0,0,4,3,44.77,37,30,75.0,0.0,17,31,42.86,9,21,104.54,13,11,2,5
2016020028,PHI,ARI,0,0,4,3,55.76,23,29,83.33,0.0,30,35,56.76,15,7,109.03,21,11,1,2
2016020024,MIN,WPG,1,1,3,4,55.22,30,37,100.0,25.0,31,17,57.14,21,9,95.46,20,16,6,10
2016020016,PHI,LAK,1,0,2,4,36.92,41,24,100.0,0.0,30,25,47.67,21,14,107.3,29,16,2,11
2016020016,LAK,PHI,0,1,4,2,63.07,24,41,100.0,0.0,25,30,52.33,14,21,92.7,32,13,1,10
2016020015,CGY,EDM,0,1,5,3,54.83,28,34,50.0,0.0,35,29,60.24,15,13,104.74,10,11,5,9
2016020014,CHI,NSH,0,0,3,2,43.75,36,28,50.0,0.0,24,27,56.34,16,9,112.5,11,8,2,5
2016020015,EDM,CGY,1,0,3,5,45.16,34,28,100.0,50.0,29,35,39.76,13,15,95.26,10,15,7,4
2016020014,NSH,CHI,1,1,2,3,56.25,28,36,100.0,50.0,27,24,43.66,9,16,87.5,19,19,8,7
2016020007,WSH,PIT,0,0,2,2,59.42,28,41,50.0,0.0,41,30,56.99,19,14,102.82,21,15,4,5
2016020007,PIT,WSH,1,1,2,2,40.57,41,28,100.0,50.0,30,41,43.01,14,19,97.18,35,15,9,10
2016020010,FLA,NJD,1,1,1,2,53.57,26,30,100.0,0.0,34,24,58.62,17,10,99.68,20,4,10,13
2016020013,DAL,ANA,1,1,2,4,36.2,37,21,100.0,0.0,20,35,51.95,6,16,120.0,20,10,6,8
2016020013,ANA,DAL,0,0,4,2,63.79,21,37,100.0,0.0,35,20,48.05,16,6,80.0,19,13,4,3
2016020010,NJD,FLA,0,0,2,1,46.42,30,26,100.0,0.0,24,34,41.38,10,17,100.32,18,16,8,15
2016020009,TBL,DET,1,1,4,6,56.0,33,42,50.0,50.0,36,32,59.14,21,15,96.58,22,9,9,11
2016020009,DET,TBL,0,0,6,4,44.0,42,33,50.0,50.0,32,36,40.86,15,21,103.42,22,20,3,9
2016020012,WPG,CAR,1,1,4,5,35.84,34,19,50.0,20.0,26,27,40.85,7,15,95.0,18,12,9,13
2016020008,BOS,CBJ,1,0,3,6,53.84,30,35,66.66,0.0,37,31,49.46,20,17,112.48,14,23,9,2
2016020006,NYR,NYI,1,1,3,5,51.56,31,33,100.0,20.0,39,28,49.0,15,15,100.5,24,16,11,14
2016020005,BUF,MTL,0,1,4,1,61.53,25,40,100.0,20.0,31,24,50.0,14,13,80.95,28,8,3,8
2016020011,STL,MIN,1,1,2,3,52.83,25,28,100.0,0.0,31,21,52.94,13,10,98.75,21,17,8,3
2016020005,MTL,BUF,1,0,1,4,38.46,40,25,80.0,0.0,24,31,50.0,13,14,119.05,14,12,6,8
2016020012,CAR,WPG,0,0,5,4,64.15,19,34,80.0,50.0,27,26,59.15,15,7,105.0,15,10,7,13
2016020006,NYI,NYR,0,0,5,3,48.43,33,31,80.0,0.0,28,39,51.0,15,15,99.5,31,19,4,9
2016020008,CBJ,BOS,0,1,6,3,46.15,35,30,100.0,33.33,31,37,50.54,17,20,87.52,29,15,5,9
2016020011,MIN,STL,0,0,3,2,47.16,28,25,100.0,0.0,21,31,47.06,10,13,101.25,19,12,6,1
2016020003,EDM,CGY,1,1,4,7,39.68,38,25,66.66,16.66,28,41,44.16,13,10,114.33,25,10,8,12
2016020003,CGY,EDM,0,0,7,4,60.31,25,38,83.33,33.33,41,28,55.84,10,13,85.67,24,13,5,12
2016020004,SJS,LAK,1,1,1,2,50.0,28,28,0.0,33.33,31,22,54.39,18,15,103.7,24,21,15,19
2016020004,LAK,SJS,0,0,2,1,50.0,28,28,66.66,100.0,22,31,45.61,15,18,96.3,41,22,7,14
2016020001,TOR,OTT,0,0,5,4,51.51,32,34,100.0,0.0,38,30,65.38,18,16,94.72,21,9,8,6
2016020002,STL,CHI,1,0,2,5,60.34,23,35,75.0,60.0,33,19,55.74,12,10,90.91,27,15,6,13
2016020002,CHI,STL,0,1,5,2,39.65,35,23,40.0,25.0,19,33,44.26,10,12,109.09,22,8,10,11
2016020001,OTT,TOR,1,1,4,5,48.48,34,32,100.0,0.0,30,38,34.62,16,18,105.28,30,25,6,11
2015020704,ANA,WSH,1,0,0,2,63.26,18,31,100.0,0.0,21,24,45.71,13,11,110.53,15,14,8,9
2015020704,WSH,ANA,0,1,2,0,36.73,31,18,100.0,0.0,24,21,54.29,11,13,89.47,9,10,10,8
2015020716,PHI,NYI,1,0,2,5,42.55,27,20,100.0,75.0,27,17,57.81,10,7,94.14,6,11,7,3
2015020716,NYI,PHI,0,1,5,2,57.44,20,27,25.0,0.0,17,27,42.19,7,10,105.86,17,11,11,14
2015021230,ARI,SJS,0,0,1,0,60.41,19,29,83.33,0.0,20,32,41.33,9,10,100.0,18,18,11,14
2015021230,SJS,ARI,1,1,0,1,39.58,29,19,100.0,16.66,32,20,58.67,10,9,100.0,11,13,13,19
2015021225,BUF,NYI,1,0,3,4,43.39,30,23,100.0,0.0,26,24,52.27,17,11,103.11,18,12,4,12
2015021225,NYI,BUF,0,1,4,3,56.6,23,30,100.0,0.0,24,26,47.73,11,17,96.89,20,17,8,18
2015021227,NSH,DAL,0,0,3,2,40.74,32,22,75.0,25.0,30,24,45.36,15,14,96.36,18,28,4,5
2015021222,TOR,NJD,0,0,5,1,54.54,20,24,100.0,0.0,20,36,49.18,8,8,90.67,12,5,3,4
2015021220,MTL,TBL,1,1,2,5,45.9,33,28,100.0,16.66,29,23,48.65,15,10,93.24,18,17,4,9
2015021227,DAL,NSH,1,1,2,3,59.25,22,32,75.0,25.0,24,30,54.64,14,15,103.64,17,16,11,7
2015021226,STL,WSH,0,1,5,1,45.45,30,25,100.0,0.0,20,36,42.71,11,16,89.85,26,12,6,2
2015021228,EDM,VAN,0,0,3,3,45.83,39,33,100.0,33.33,38,28,47.67,17,19,93.77,19,14,5,5
2015021229,LAK,WPG,0,1,3,3,60.6,26,40,100.0,0.0,29,31,56.31,19,15,99.11,29,12,3,13
2015021223,CHI,CBJ,0,0,5,4,46.66,32,28,50.0,20.0,26,25,47.54,14,12,98.75,10,7,3,5
2015021226,WSH,STL,1,0,1,5,54.54,25,30,100.0,0.0,36,20,57.29,16,11,110.15,19,10,3,3
2015021223,CBJ,CHI,1,1,4,5,53.33,28,32,80.0,50.0,25,26,52.46,12,14,101.25,29,12,3,3
2015021228,VAN,EDM,1,1,3,3,54.16,33,39,66.66,0.0,28,38,52.33,19,17,106.23,16,9,9,6
2015021222,NJD,TOR,1,1,1,5,45.45,24,20,100.0,0.0,36,20,50.82,8,8,109.33,7,12,6,2
2015021220,TBL,MTL,0,0,5,2,54.09,28,33,83.33,0.0,23,29,51.35,10,15,106.76,34,10,1,11
2015021221,FLA,CAR,1,1,2,5,38.59,35,22,50.0,0.0,21,28,44.78,12,15,116.7,12,7,8,14
2015021221,CAR,FLA,0,0,5,2,61.4,22,35,100.0,50.0,28,21,55.22,15,12,83.3,8,6,8,14
2015021229,WPG,LAK,1,0,3,3,39.39,40,26,0.0,0.0,31,29,43.69,15,19,100.89,27,15,3,12
2015021224,CGY,MIN,1,0,1,2,36.66,38,22,100.0,0.0,25,36,43.84,6,16,105.0,8,17,4,8
2015021224,MIN,CGY,0,1,2,1,63.33,22,38,100.0,0.0,36,25,56.16,16,6,95.0,14,9,5,4
2015021219,COL,ANA,0,1,5,3,49.18,31,30,50.0,14.28,32,31,48.68,10,13,97.47,27,12,6,5
2015021219,ANA,COL,1,0,3,5,50.81,30,31,85.71,50.0,31,32,51.32,13,10,102.53,19,19,9,1
2015021218,PHI,PIT,1,1,1,3,63.76,25,44,100.0,0.0,36,19,61.29,26,17,101.88,21,15,9,12
2015021218,PIT,PHI,0,0,3,1,36.23,44,25,100.0,0.0,19,36,38.71,17,26,98.12,25,20,8,11
2015021216,BOS,OTT,0,1,6,1,56.71,29,38,0.0,0.0,40,36,63.37,28,9,90.04,24,3,0,13
2015021216,OTT,BOS,1,0,1,6,43.28,38,29,100.0,0.0,36,40,36.63,9,28,109.96,30,15,8,8
2015021217,NYR,DET,1,1,2,3,49.18,31,30,75.0,0.0,20,33,41.98,17,18,105.88,23,14,4,14
2015021217,DET,NYR,0,0,3,2,50.81,30,31,100.0,25.0,33,20,58.02,18,17,94.12,13,7,5,11
2015021215,BUF,CBJ,0,1,4,1,50.9,27,28,50.0,25.0,35,30,55.77,16,13,88.46,21,14,8,7
2015021215,CBJ,BUF,1,0,1,4,49.09,28,27,75.0,50.0,30,35,44.23,13,16,111.54,20,12,4,6
2015021213,ANA,LAK,0,0,2,1,50.74,33,34,100.0,0.0,20,31,34.25,15,20,91.67,34,17,1,5
2015021214,WPG,SJS,1,0,4,5,44.06,33,26,50.0,50.0,26,25,51.22,15,11,103.76,29,13,10,17
2015021214,SJS,WPG,0,1,5,4,55.93,26,33,50.0,50.0,25,26,48.78,11,15,96.24,20,15,10,17
2015021210,STL,CHI,1,0,1,2,46.15,28,24,100.0,0.0,35,25,60.49,8,21,100.0,26,7,3,3
2015021211,DAL,COL,1,1,2,4,45.45,30,25,100.0,40.0,31,19,55.41,13,8,90.71,14,24,8,11
2015021210,CHI,STL,0,1,2,1,53.84,24,28,100.0,0.0,25,35,39.51,21,8,100.0,25,18,7,4
2015021211,COL,DAL,0,0,4,2,54.54,25,30,60.0,0.0,19,31,44.59,8,13,109.29,13,20,6,5
2015021208,FLA,OTT,0,0,3,1,38.33,37,23,50.0,0.0,34,23,48.1,12,16,93.82,23,10,4,8
2015021213,LAK,ANA,1,1,1,2,49.25,34,33,100.0,0.0,31,20,65.75,20,15,108.33,32,14,3,10
2015021208,OTT,FLA,1,1,1,3,61.66,23,37,100.0,50.0,23,34,51.9,16,12,106.18,22,19,1,4
2015021212,CGY,VAN,1,1,3,7,50.94,26,27,80.0,50.0,43,27,54.76,8,15,103.81,7,8,13,15
2015021203,TBL,NJD,1,0,2,4,45.45,30,25,100.0,0.0,22,22,49.23,16,11,107.64,11,7,4,6
2015021202,BOS,DET,1,1,2,5,52.54,28,31,100.0,25.0,34,15,61.11,13,12,97.2,20,15,5,6
2015021206,WSH,PIT,0,1,4,3,45.9,33,28,100.0,0.0,30,35,52.05,11,7,104.29,26,10,14,18
2015021204,NYR,NYI,0,1,4,1,43.75,27,21,66.66,0.0,37,23,63.33,8,10,91.47,21,14,13,12
2015021209,NSH,ARI,1,1,2,3,39.28,34,22,100.0,20.0,31,18,59.72,15,9,88.89,17,12,11,16
2015021206,PIT,WSH,1,0,3,4,54.09,28,33,100.0,0.0,35,30,47.95,7,11,95.71,19,12,12,10
2015021212,VAN,CGY,0,0,7,3,49.05,27,26,50.0,20.0,27,43,45.24,15,8,96.19,17,9,7,9
2015021203,NJD,TBL,0,1,4,2,54.54,25,30,100.0,0.0,22,22,50.77,11,16,92.36,19,11,1,2
2015021207,MTL,CAR,1,0,2,4,47.69,34,31,100.0,0.0,31,28,58.76,27,14,104.57,18,8,20,4
2015021207,CAR,MTL,0,1,4,2,52.3,31,34,0.0,0.0,28,31,41.24,14,27,95.43,22,14,10,15
2015021205,PHI,TOR,0,1,4,3,59.42,28,41,50.0,0.0,44,26,66.02,23,20,92.67,25,12,5,7
2015021205,TOR,PHI,1,0,3,4,40.57,41,28,100.0,50.0,26,44,33.98,20,23,107.33,22,22,8,10
2015021204,NYI,NYR,1,0,1,4,56.25,21,27,100.0,33.33,23,37,36.67,10,8,108.53,22,23,7,10
2015021209,ARI,NSH,0,0,3,2,60.71,22,34,80.0,0.0,18,31,40.28,9,15,111.11,11,8,5,10
2015021202,DET,BOS,0,0,5,2,47.45,31,28,75.0,0.0,15,34,38.89,12,13,102.8,21,12,8,6
2015021200,DET,PHI,1,1,0,3,45.2,40,33,100.0,0.0,26,30,44.26,15,21,105.88,29,21,1,8
2015021200,PHI,DET,0,0,3,0,54.79,33,40,100.0,0.0,30,26,55.74,21,15,94.12,23,10,4,3
2015021199,CBJ,TOR,1,0,1,5,45.76,32,27,100.0,0.0,32,27,51.89,17,16,116.67,35,21,14,11
2015021199,TOR,CBJ,0,1,5,1,54.23,27,32,100.0,0.0,27,32,48.11,16,17,83.33,20,13,10,10
2015021201,EDM,VAN,1,1,2,6,44.61,36,29,100.0,50.0,38,27,42.17,15,17,108.34,20,15,14,19
2015021201,VAN,EDM,0,0,6,2,55.38,29,36,50.0,0.0,27,38,57.83,17,15,91.66,26,7,6,10
2015021193,OTT,PIT,0,1,5,3,56.92,28,37,100.0,0.0,30,28,50.63,13,16,97.62,25,10,6,11
2015021193,PIT,OTT,1,0,3,5,43.07,37,28,100.0,0.0,28,30,49.37,16,13,102.38,17,16,4,11
2015021196,CHI,ARI,1,1,2,6,46.15,28,24,100.0,50.0,32,31,45.59,8,13,102.67,10,13,6,4
2015021190,NYR,TBL,1,1,2,3,52.72,26,29,83.33,16.66,28,41,46.75,10,10,107.76,32,15,12,10
2015021192,MTL,FLA,0,1,4,1,45.76,32,27,60.0,16.66,33,19,59.09,12,13,88.24,18,8,8,13
2015021192,FLA,MTL,1,0,1,4,54.23,27,32,83.33,40.0,19,33,40.91,13,12,111.76,10,15,6,16
2015021190,TBL,NYR,0,0,3,2,47.27,29,26,83.33,16.66,41,28,53.25,10,10,92.24,15,11,4,11
2015021196,ARI,CHI,0,0,6,2,53.84,24,28,50.0,0.0,31,32,54.41,13,8,97.33,24,14,2,3
2015021197,CGY,LAK,0,1,5,4,54.68,29,35,100.0,25.0,23,26,42.7,14,15,101.5,17,17,3,11
2015021191,WSH,NYI,0,1,4,3,50.0,25,25,100.0,0.0,32,27,52.43,10,11,96.05,22,23,16,10
2015021194,NSH,COL,1,1,3,4,55.88,30,38,100.0,50.0,28,28,50.98,14,16,98.75,16,21,8,10
2015021195,SJS,MIN,1,0,0,3,34.61,34,18,100.0,33.33,20,29,48.65,14,15,113.33,16,11,3,4
2015021198,WPG,ANA,1,0,1,2,38.59,35,22,75.0,0.0,26,28,45.21,12,14,105.56,23,18,8,17
2015021194,COL,NSH,0,0,4,3,44.11,38,30,50.0,0.0,28,28,49.02,16,14,101.25,14,15,4,11
2015021198,ANA,WPG,0,1,2,1,61.4,22,35,100.0,25.0,28,26,54.79,14,12,94.44,30,8,6,15
2015021189,BUF,NJD,1,0,1,3,56.36,24,31,83.33,25.0,18,19,40.82,8,16,110.0,14,7,4,3
2015021188,BOS,CAR,0,1,1,1,58.06,26,36,100.0,0.0,36,28,55.81,21,10,99.45,22,6,6,12
2015021191,NYI,WSH,1,0,3,4,50.0,25,25,100.0,0.0,27,32,47.57,11,10,103.95,32,15,6,9
2015021189,NJD,BUF,0,1,3,1,43.63,31,24,75.0,16.66,19,18,59.18,16,8,90.0,19,6,7,9
2015021195,MIN,SJS,0,1,3,0,65.38,18,34,66.66,0.0,29,20,51.35,15,14,86.67,22,14,8,5
2015021197,LAK,CGY,1,0,4,5,45.31,35,29,75.0,0.0,26,23,57.3,15,14,98.5,21,16,6,1
2015021188,CAR,BOS,1,0,1,1,41.93,36,26,100.0,0.0,28,36,44.19,10,21,100.55,18,20,13,10
2015021185,FLA,TOR,1,0,3,4,60.52,30,46,50.0,0.0,36,26,57.47,18,13,104.28,24,7,14,6
2015021185,TOR,FLA,0,1,4,3,39.47,46,30,100.0,50.0,26,36,42.53,13,18,95.72,24,17,13,5
2015021183,NYI,TBL,1,1,2,5,46.8,25,22,100.0,50.0,36,34,50.6,8,12,105.96,38,19,8,7
2015021187,LAK,VAN,0,0,3,2,63.15,21,36,75.0,0.0,42,24,65.56,24,10,95.88,26,8,4,4
2015021187,VAN,LAK,1,1,2,3,36.84,36,21,100.0,25.0,24,42,34.44,10,24,104.12,20,19,3,7
2015021184,CBJ,NYR,0,1,4,2,51.66,29,31,100.0,0.0,29,30,48.54,20,13,95.83,17,17,6,2
2015021184,NYR,CBJ,1,0,2,4,48.33,31,29,100.0,0.0,30,29,51.46,13,20,104.17,10,20,0,3
2015021186,ARI,STL,0,0,5,2,67.24,19,39,66.66,0.0,27,26,41.03,12,10,100.0,15,19,7,2
2015021183,TBL,NYI,0,0,5,2,53.19,22,25,50.0,0.0,34,36,49.4,12,8,94.04,24,8,10,8
2015021186,STL,ARI,1,1,2,5,32.75,39,19,100.0,33.33,26,27,58.97,10,12,100.0,19,11,6,0
2015021180,WPG,MIN,1,1,1,5,45.61,31,26,100.0,66.66,34,29,44.21,9,14,105.39,15,19,4,12
2015021180,MIN,WPG,0,0,5,1,54.38,26,31,33.33,0.0,29,34,55.79,14,9,94.61,12,14,3,4
2015021181,STL,COL,1,0,1,5,54.54,30,36,100.0,33.33,39,31,53.13,14,25,105.83,11,14,12,2
2015021182,DAL,ANA,0,0,3,1,40.81,29,20,100.0,0.0,25,24,55.7,6,9,100.0,19,8,3,15
2015021181,COL,STL,0,1,5,1,45.45,36,30,66.66,0.0,31,39,46.88,25,14,94.17,22,12,7,7
2015021182,ANA,DAL,1,1,1,3,59.18,20,29,100.0,0.0,24,25,44.3,9,6,100.0,34,22,6,11
2015021179,PIT,PHI,1,1,2,6,49.31,37,36,100.0,50.0,39,30,55.46,21,21,104.71,22,19,6,3
2015021179,PHI,PIT,0,0,6,2,50.68,36,37,50.0,0.0,30,39,44.54,21,21,95.29,35,24,2,3
2015021178,BOS,CHI,0,0,6,4,58.06,26,36,33.33,0.0,46,34,57.84,16,10,96.57,31,17,2,5
2015021178,CHI,BOS,1,1,4,6,41.93,36,26,100.0,66.66,34,46,42.16,10,16,103.43,17,17,3,10
2015021176,EDM,CGY,0,1,5,0,46.0,27,23,83.33,0.0,28,35,50.0,9,12,86.96,18,21,13,10
2015021176,CGY,EDM,1,0,0,5,54.0,23,27,100.0,16.66,35,28,50.0,12,9,113.04,23,14,8,7
2015021170,DET,TOR,1,0,2,3,54.83,28,34,100.0,33.33,26,34,42.42,12,21,106.0,17,30,8,5
2015021173,NYR,BUF,0,1,4,3,48.33,31,29,100.0,0.0,36,24,53.68,15,12,92.93,29,12,13,13
2015021173,BUF,NYR,1,0,3,4,51.66,29,31,100.0,0.0,24,36,46.32,12,15,107.07,22,17,12,6
2015021172,MTL,FLA,0,0,4,3,47.14,37,33,50.0,0.0,28,39,46.07,14,21,102.02,20,8,10,9
2015021171,NJD,TBL,0,0,3,1,56.25,28,36,85.71,16.66,26,36,34.92,3,12,95.24,33,20,4,5
2015021177,ARI,WSH,1,1,0,3,48.88,23,22,100.0,0.0,27,31,42.59,16,14,113.04,18,21,8,5
2015021171,TBL,NJD,1,1,1,3,43.75,36,28,83.33,14.28,36,26,65.08,12,3,104.76,24,11,4,12
2015021174,CAR,CBJ,0,1,5,1,52.45,29,32,75.0,0.0,27,27,60.0,14,16,87.5,15,8,9,5
2015021175,NSH,SJS,0,1,2,2,29.09,39,16,100.0,0.0,30,40,37.11,10,19,100.79,29,24,5,12
2015021175,SJS,NSH,1,0,2,2,70.9,16,39,100.0,0.0,40,30,62.89,19,10,99.21,21,8,6,1
2015021177,WSH,ARI,0,0,3,0,51.11,22,23,100.0,0.0,31,27,57.41,14,16,86.96,25,15,3,10
2015021172,FLA,MTL,1,1,3,4,52.85,33,37,100.0,50.0,39,28,53.93,21,14,97.98,20,7,14,9
2015021170,TOR,DET,0,1,3,2,45.16,34,28,66.66,0.0,34,26,57.58,21,12,94.0,14,11,12,7
2015021174,CBJ,CAR,1,0,1,5,47.54,32,29,100.0,25.0,27,27,40.0,16,14,112.5,26,14,17,2
2015021167,NYI,PIT,0,1,5,0,65.27,25,47,33.33,0.0,24,33,55.26,20,17,90.91,18,9,6,9
2015021168,OTT,PHI,0,0,3,2,52.0,24,26,25.0,100.0,35,36,49.04,16,9,103.23,29,18,8,7
2015021169,LAK,DAL,0,1,3,2,54.66,34,41,66.66,0.0,26,39,44.33,20,23,98.51,35,13,5,9
